职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
Web前端开发工程师,1-2万/月,上海-杨浦区,南京恩泰克信息科技有限公司,民营公司,50-150人,计算机软件,08-15
React前端工程师,1.5-2万/月,上海-静安区,上海广亿信息技术有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,0.9-1.1万/月,武汉-武昌区,中诚信征信有限公司,民营公司,50-150人,互联网/电子商务,08-15
前端开发工程师,0.7-1.2万/月,南京-江宁区,南京派维电气有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
前端开发工程师,0.7-1万/月,深圳-宝安区,深圳市五众数字信息有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,7-9千/月,天津-西青区,天津市栋天信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,15-20万/年,宁波-高新区,北京汇博嘉讯科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1.5万/月,无锡-无锡新区,无锡云鹊科技有限公司,民营公司,少于50人,计算机软件,08-15
高级Web前端工程师,1-1.5万/月,杭州-萧山区,杭州德慧信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,6-8千/月,唐山,唐山成联电子商务有限公司,民营公司,150-500人,互联网/电子商务,08-15
002前端开发工程师,1-1.5万/月,杭州,浙达电力科技（杭州）有限公司,民营公司,,互联网/电子商务,08-15
前端开发工程师,0.8-1万/月,杭州,西湖欧米（杭州）生物科技有限公司,民营公司,,互联网/电子商务,08-15
前端开发工程师,0.8-1.2万/月,深圳,深圳泰首智能技术有限公司,民营公司,,计算机软件,08-15
高级前端开发工程师,1.5-3万/月,深圳,深圳市星宫数据科技有限公司,民营公司,,计算机服务(系统、数据服务、维修),08-15
前端工程师,6-7千/月,沈阳,辽宁便利电科技有限公司,民营公司,,通信/电信/网络设备,08-15
SYH305-前端开发工程师,1-2万/月,南京,长园深瑞继保自动化有限公司,民营公司,,电子技术/半导体/集成电路,08-15
数字IC前端设计/验证工程师,2-3万/月,深圳,深圳市傲科光电子有限公司,合资,,电子技术/半导体/集成电路,08-15
前端工程师（南通）（江苏省）,0.8-1万/月,江苏省,南通智能感知研究院,国企,,政府/公共事业,08-15
002前端开发工程师,1-1.5万/月,大连,福佳集团有限公司,民营公司,,建筑/建材/工程,08-15
Flutter前端开发工程师,1-1.5万/月,东莞,东莞市首赛科技有限公司,民营公司,,计算机软件,08-15
001前端开发工程师,6-8千/月,东莞,东莞锐新科技有限公司,民营公司,,计算机软件,08-15
001前端开发工程师,1.5-2万/月,深圳,广东尚睿网络技术有限公司,民营公司,,计算机软件,08-15
001前端开发工程师,0.8-1.2万/月,东莞,东莞市芝麻地网络科技有限公司,民营公司,,计算机软件,08-15
前端开发工程师,1-1.5万/月,大连,纳思达科技（大连）有限公司,外资（非欧美）,,计算机软件,08-15
前端开发工程师,0.8-1万/月,大连,大连科领亿网络科技有限公司,民营公司,,教育/培训/院校,08-15
Web前端开发工程师,1-1.5万/月,大连,大连金慧融智科技股份有限公司,民营公司,,外包服务,08-15
002web前端开发工程师,0.8-1.5万/月,苏州,江苏盖睿健康科技有限公司,事业单位,,政府/公共事业,08-15
002前端研发工程师,1-1.5万/月,苏州,度普（苏州）新能源科技有限公司,事业单位,,政府/公共事业,08-15
WEB前端开发工程师,4.5-6千/月,杭州,杭州律橙电子科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
java前端开发工程师,6-8千/月,杭州,浙江锦阳控股集团有限公司,民营公司,,多元化业务集团公司,08-15
前端工程师,1-1.5万/月,杭州,浙江腾珑网安科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
前端工程师,6-8千/月,无锡,江苏新道格自控科技有限公司,国企,,政府/公共事业,08-15
web前端工程师,1.2-2万/月,上海,滴翠智能科技（上海）有限公司,民营公司,,仪器仪表/工业自动化,08-15
前端软件工程师,1-1.5万/月,上海,上海朝辉压力仪器有限公司,民营公司,,仪器仪表/工业自动化,08-15
Web前端开发工程师-数瀛信息科技,1-2万/月,上海,伟本智能机电（上海）股份有限公司,合资,,电子技术/半导体/集成电路,08-15
前端开发工程师,0.8-1万/月,上海,上海华铭智能终端设备股份有限公司,民营公司,,建筑/建材/工程,08-15
Web前端开发工程师,1.2-1.7万/月,深圳-福田区,深圳市博悦科创科技有限公司,民营公司,500-1000人,计算机软件,08-15
阿里集团-高级前端工程师/技术专家-CRO技术 杭州,,杭州,阿里巴巴集团,上市公司,10000人以上,互联网/电子商务,08-15
小游戏前端开发工程师,1-2万/月,上海-浦东新区,“前程无忧”51job.com（上海）,外资（非欧美）,1000-5000人,互联网/电子商务,08-15
国金证券国金道富-Web前端开发工程师(J13762),1.5-2万/月,上海,国金证券股份有限公司,民营公司,1000-5000人,金融/投资/证券,08-15
Web前端工程师,6-9千/月,东莞-莞城区,广东柏瑞数据技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.6-1万/月,济南-高新区,山东天地通数码科技有限公司,民营公司,50-150人,计算机软件,08-15
高级前端开发工程师,0.9-1万/月,东莞-樟木头镇,广东中胜新材料有限公司,民营公司,50-150人,互联网/电子商务,08-15
web前端工程师,6-8千/月,西安,北京智信远景软件技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1.2-2万/月,杭州,浙江新华移动传媒股份有限公司,民营公司,50-150人,计算机软件,08-15
前端工程师,0.9-1.4万/月,苏州-高新区,江苏环迅信息科技有限公司,民营公司,50-150人,计算机软件,08-15
前端软件工程师,15-20万/年,无锡-锡山区,无锡赛弗安全装备有限公司,民营公司,50-150人,机械/设备/重工,08-15
前端开发工程师,1-1.5万/月,西安-西咸新区,陕西海通医药有限公司,民营公司,150-500人,制药/生物工程,08-15
Web前端开发工程师,0.6-1.2万/月,武汉-洪山区,武汉市创平科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1.2-1.8万/月,上海-浦东新区,上海澄码信息科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
前端工程师,0.7-1万/月,常德,湖南响箭重工科技有限公司,民营公司,150-500人,机械/设备/重工,08-15
前端开发工程师,0.8-1.3万/月,西安-雁塔区,西安易龙软件有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
前端工程师,4-6千/月,青岛-市南区,青岛天秤网络科技传媒有限责任公司,民营公司,50-150人,法律,08-15
前端开发工程师,1.5-2万/月,深圳-南山区,优思物联科技（深圳）有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.9-1.2万/月,长沙,汉雅星空文化科技有限公司湖南分公司,民营公司,150-500人,影视/媒体/艺术/文化传播,08-15
前端开发工程师,1-1.5万/月,广州-番禺区,广州标际包装设备有限公司,民营公司,150-500人,机械/设备/重工,08-15
Web前端开发工程师,1.5-2.5万/月,南京-雨花台区,小i机器人,民营公司,500-1000人,计算机软件,08-15
Web前端开发工程师,1.5-3万/月,广州-海珠区,广州致景信息科技有限公司,民营公司,1000-5000人,互联网/电子商务,08-15
前端开发工程师(中级，大小周）,1-1.8万/月,深圳-福田区,深圳市比希科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师-中台,1.5-2.5万/月,上海-浦东新区,深圳市赢时胜信息技术股份有限公司,民营公司,1000-5000人,计算机软件,08-15
前端开发工程师,0.6-1万/月,长沙-岳麓区,湖南机械之家信息科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师,4-8千/月,南京-建邺区,南京万鲸网络科技有限公司,民营公司,少于50人,计算机软件,08-15
Android前端开发工程师,1-1.5万/月,广州-越秀区,广东正邦电力通信工程有限公司,民营公司,150-500人,电气/电力/水利,08-15
前端开发工程师,0.7-1.1万/月,宁波-鄞州区,宁波鄞州复大口腔门诊部有限公司,民营公司,少于50人,医疗/护理/卫生,08-15
WEB前端高级开发工程师,0.6-1.2万/月,合肥-肥西县,合肥金诺数码科技股份有限公司,合资,150-500人,电子技术/半导体/集成电路,08-15
Web前端开发工程师,0.8-1万/月,深圳-福田区,深圳市良辰共创网络科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
WEB前端开发工程师,0.8-1万/月,沈阳,沈阳侃侃科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,济南-历下区,江苏云工场信息技术有限公司,民营公司,50-150人,通信/电信运营、增值服务,08-15
前端开发工程师,1-1.5万/月,深圳,深圳市云数链科技有限公司,民营公司,,互联网/电子商务,08-15
前端开发工程师-武汉,1.5-2万/月,武汉,北京隆欣商贸有限公司,民营公司,50-150人,贸易/进出口,08-15
Web前端开发工程师,0.8-1.3万/月,武汉-武昌区,武汉凯乐应用技术研究院有限公司,外资（非欧美）,50-150人,通信/电信/网络设备,08-15
前端开发工程师（昆明）,1-1.5万/月,昆明,深圳高新兴神盾信息技术有限公司,民营公司,,计算机软件,08-15
前端开发工程师,1.5-3万/月,深圳,游密科技（深圳）有限公司,民营公司,,互联网/电子商务,08-15
前端开发工程师,0.6-1.2万/月,北京-昌平区,北京中戎智信科技有限公司,创业公司,少于50人,计算机软件,08-15
GIS前端开发工程师,1-1.5万/月,深圳,深圳博沃智慧科技有限公司,民营公司,,环保,08-15
Web前端开发工程师,1.2-2万/月,深圳,深圳壹零后信息技术有限公司,民营公司,,计算机软件,08-15
Vue前端开发工程师,0.7-1.2万/月,深圳,昇腾技术（深圳）有限公司,外资（非欧美）,,仪器仪表/工业自动化,08-15
web前端开发工程师,1-1.5万/月,深圳,深圳市先锋居善科技有限公司,民营公司,,房地产,08-15
Web前端开发工程师,1.5-2万/月,上海,上海饰百秀网络科技有限公司,民营公司,少于50人,家居/室内设计/装潢,08-15
前端开发工程师,1-1.5万/月,广州-越秀区,广州小蜗牛信息科技有限公司,民营公司,少于50人,保险,08-15
前端开发工程师,0.8-1.5万/月,长沙-开福区,国防科技大学电子科学学院,民营公司,,学术/科研,08-15
高级前端开发工程师(成都),1-1.5万/月,成都-武侯区,成都筑邦科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,0.8-1万/月,昆山,昆山易普兰特信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师-Vue,0.9-1.3万/月,苏州-工业园区,苏州路卡信息科技有限公司,合资,少于50人,互联网/电子商务,08-15
前端Web开发/测试工程师,2-2.5万/月,上海-浦东新区,英达特信息技术（上海）有限公司,外资（欧美）,50-150人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,0.8-1万/月,东莞-东城区,东莞市诚鸿企业管理有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-15
Web前端开发工程师,0.8-1.3万/月,昆山,昆山炫生活信息技术股份有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1.2-2万/月,上海-徐汇区,上海分值医学科技有限公司,民营公司,50-150人,计算机软件,08-15
web前端开发工程师,7-9千/月,广州-天河区,广州企成信息科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
前端开发工程师,0.6-1.5万/月,宁波-北仑区,浙江京航系统集成工程有限公司,民营公司,50-150人,建筑/建材/工程,08-15
初级前端开发工程师,0.5-1万/月,武汉,微特技术有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
前端开发工程师,1.5-2万/月,杭州,绍兴布凡科技有限公司,创业公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1-1.5万/月,上海-松江区,上海万籁环保科技股份有限公司,民营公司,50-150人,医疗设备/器械,08-15
前端开发工程师,1-1.5万/月,深圳-宝安区,广东云蜘蛛科技股份有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.6万/月,广州-海珠区,马六甲（广州）科技有限公司,民营公司,150-500人,交通/运输/物流,08-15
Web前端开发工程师,1-1.5万/月,昆山,苏州研创软件开发有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,5-6.5千/月,哈尔滨-南岗区,哈尔滨玖影科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,6-8千/月,沈阳-沈北新区,辽宁世纪教育研究院,民营公司,50-150人,文字媒体/出版,08-15
云平台前端React高级开发工程师,1.5-2.5万/月,上海,上海派森诺生物科技有限公司,上市公司,150-500人,制药/生物工程,08-15
Web前端开发工程师,5-7千/月,成都-高新区,瀚广云视（成都）科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.6-1.3万/月,长沙-天心区,湖南中德安普云瞻智审有限公司,民营公司,50-150人,互联网/电子商务,08-15
WebGIS前端开发工程师,0.8-1.5万/月,武汉-武昌区,武汉优土优木科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.1-2.2万/月,上海-浦东新区,普华永道信息技术（上海）有限公司,外资（欧美）,500-1000人,计算机软件,08-15
R3590298 高级前端工程师,,北京,GE医疗集团,外资（欧美）,5000-10000人,医疗设备/器械,08-15
CSIG16-POI平台前端研发工程师,,北京,深圳市腾讯计算机系统有限公司,民营公司,10000人以上,互联网/电子商务,08-15
智慧交通—前端研发工程师,2.2-3.5万/月,北京-海淀区,滴滴,民营公司,10000人以上,互联网/电子商务,08-15
前端开发工程师-集团总部,20-30万/年,深圳-南山区,中建国际投资集团有限公司,国企,1000-5000人,建筑/建材/工程,08-15
Java前端开发工程师,10-20万/年,上海-宝山区,中国电子科技集团公司第二十三研究所,事业单位,500-1000人,通信/电信/网络设备,08-15
Tax - 前端/后台/数据 工程师,,上海,安永（中国）企业咨询有限公司,合资,,会计/审计,08-15
主任前端开发工程师(J16193),2.5-3万/月,广州,欧派家居集团股份有限公司,上市公司,10000人以上,家具/家电/玩具/礼品,08-15
前端开发工程师,1.3-1.8万/月,西安-雁塔区,中电文思海辉,外资（欧美）,10000人以上,计算机软件,08-15
前端工程师,1-2万/月,浙江省,九阳股份有限公司,上市公司,5000-10000人,家具/家电/玩具/礼品,08-15
Web前端开发工程师,1.2-2.4万/月,武汉,武汉佰钧成技术有限责任公司,民营公司,10000人以上,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,广州-黄埔区,广州百视信通智能科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,淮安-清江浦区,上海北林电子技术有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
前端开发工程师,6-8千/月,常州-新北区,江苏富深协通科技股份有限公司,上市公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.2-2.5万/月,杭州-拱墅区,宁波中茂网络科技有限公司,民营公司,500-1000人,计算机软件,08-15
Web前端开发工程师（非外包 ）,1.3-1.8万/月,北京-朝阳区,北京文创动力信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.9-1.5万/月,西安-高新技术产业开发区,北京东方华数信息技术有限公司西安分公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-2万/月,南京-江宁区,中科院计算所南京研究院,民营公司,,计算机软件,08-15
前端开发工程师,1.2-1.6万/月,昆明-盘龙区,北京文泽智远信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师/双休,1-1.5万/月,西安-雁塔区,西安三图信息技术有限公司,民营公司,50-150人,计算机软件,08-15
安卓前端工程师,7-8千/月,大连-高新园区,大连腾科信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web/前端开发工程师,1.5-3万/月,上海-徐汇区,见知数据科技（上海）有限公司,民营公司,50-150人,计算机软件,08-15
可视化Web前端开发工程师,1-1.5万/月,杭州-滨江区,杭州佳和电气股份有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
Web前端开发工程师,0.8-1.5万/月,常州-天宁区,常州安澜智能科技有限公司,民营公司,,机械/设备/重工,08-15
前端开发工程师,1-3万/月,杭州-余杭区,杭州鑫格科技有限公司,创业公司,少于50人,电气/电力/水利,08-15
Web前端开发工程师,0.7-1.4万/月,南京-鼓楼区,南京坦道信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,深圳-罗湖区,深圳世联行集团股份有限公司,上市公司,10000人以上,房地产,08-15
Web前端开发工程师,0.6-1万/月,南宁-青秀区,广西智访云梦科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.8-1.3万/月,珠海-香洲区,珠海游技工坊网络科技有限公司,民营公司,少于50人,网络游戏,08-15
前端开发工程师,1.3-2万/月,深圳-南山区,深圳市思迪信息技术股份有限公司,民营公司,500-1000人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,海口-美兰区,海南易汇网络科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,1.2-2.2万/月,西安-高新技术产业开发区,北京盛安德科技发展有限公司西安第一分公司,民营公司,少于50人,计算机软件,08-15
web前端开发工程师（上海）,1.5-2万/月,上海-黄浦区,上海银翼医疗实业有限公司,民营公司,50-150人,医疗设备/器械,08-15
高级前端开发工程师,1.2-2.2万/月,长沙-开福区,北京跨世纪软件技术有限公司长沙分公司,民营公司,50-150人,计算机软件,08-15
中级web前端工程师,1.5-2万/月,上海-徐汇区,上海艾麒信息科技股份有限公司,民营公司,150-500人,互联网/电子商务,08-15
Web前端开发工程师,1-1.5万/月,深圳-南山区,金证财富南京科技有限公司,民营公司,500-1000人,计算机软件,08-15
前端开发工程师,15-20万/年,合肥-蜀山区,安徽凤麟核科技有限公司,民营公司,,计算机软件,08-15
VUE前端工程师,0.9-1.3万/月,南京-秦淮区,南京云灿信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,6-8千/月,长治,山西创新博文科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.8-1.5万/月,广州-番禺区,广州弘信信息科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
手机前端开发工程师,1.3-1.6万/月,武汉,武汉海昌信息技术有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,成都-武侯区,成都魅居科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1.5-2万/月,上海-长宁区,上海瑛太莱信息科技有限公司,民营公司,1000-5000人,互联网/电子商务,08-15
前端开发工程师,1.2-1.8万/月,广州-番禺区,浩鲸云计算科技股份有限公司,合资,1000-5000人,计算机软件,08-15
前端开发工程师,1.5-2万/月,成都-锦江区,友邦资讯科技（广州）有限公司,外资（非欧美）,500-1000人,计算机软件,08-15
Web前端开发工程师实习,4-7千/月,济南-市中区,山东浪曦信息技术有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,0.8-1.3万/月,广州-天河区,广州摩赛网络技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.5-1万/月,石家庄-桥西区,河北灿都信息科技有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
前端开发工程师,0.8-1.2万/月,深圳-宝安区,五火（深圳）智慧城市安全科技有限公司,民营公司,少于50人,建筑/建材/工程,08-15
Web前端开发工程师,1.2-1.8万/月,广州-番禺区,上海易立德信息技术股份有限公司,民营公司,1000-5000人,计算机软件,08-15
G高级前端开发工程师/前端开发 互联网平台+成熟团队,1.5-2万/月,佛山-禅城区,广东众联万家教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-15
前端开发工程师,1.5-2.5万/月,上海-浦东新区,成都鲨云数字科技有限公司,民营公司,,计算机软件,08-15
前端开发工程师（吴江）,0.8-1.5万/月,苏州,江苏谷科软件有限公司,民营公司,500-1000人,计算机软件,08-15
APP前端开发工程师,0.8-1.2万/月,合肥-高新区,合肥索波特科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
前端开发工程师,0.8-1.6万/月,深圳,深圳市集美优科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师-合肥,0.8-1万/月,合肥,杭州泰格医药科技股份有限公司,合资,5000-10000人,制药/生物工程,08-15
Web前端开发工程师,0.8-1万/月,深圳-南山区,深圳市鼎游信息技术有限公司,民营公司,50-150人,互联网/电子商务,08-15
高级前端开发工程师,1.5-2万/月,上海-长宁区,上海百芝龙网络科技有限公司,创业公司,50-150人,计算机软件,08-15
Web前端开发工程师,4.6-7.5千/月,深圳-罗湖区,深圳市博弈特科技有限公司,合资,150-500人,计算机软件,08-15
Java前端开发工程师,0.8-1万/月,南宁-青秀区,珠海聚辉信息科技有限公司,民营公司,少于50人,计算机软件,08-15
高级前端开发工程师,1.5-1.8万/月,广州-天河区,广州市晨竑品牌管理有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-15
前端开发工程师,1-1.5万/月,南京-雨花台区,南京轻游互联网科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1.5-2.5万/月,深圳-宝安区,深圳市中盛瑞达科技有限公司,民营公司,150-500人,计算机硬件,08-15
大数据前端开发工程师,1.8-2.5万/月,北京,上海微创软件股份有限公司北京分公司,合资,500-1000人,计算机软件,08-15
高级Web前端发开工程师,2-3万/月,北京-海淀区,北京天源迪科信息技术有限公司,民营公司,500-1000人,计算机软件,08-15
前端开发工程师,1-1.5万/月,南京,南京博而达文化传播有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-15
前端开发工程师,0.8-1万/月,武汉-江汉区,湖北思洋互动信息技术有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,温州-龙湾区,浙江晋达柔性智能装备有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
全栈工程师-偏前端（北京）,1.5-3万/月,北京-朝阳区,联思智云（北京）科技有限公司,合资,50-150人,计算机软件,08-15
Web前端开发工程师,0.6-1万/月,南宁,广西力源宝科技有限公司,民营公司,150-500人,环保,08-15
前端开发工程师,4.5-6千/月,昆明,云南歌亚时代信息技术有限公司,民营公司,50-150人,通信/电信运营、增值服务,08-15
前端开发工程师,2-2.3万/月,北京,上海微创软件股份有限公司,合资,5000-10000人,计算机软件,08-15
Web前端开发工程师,0.8-1.2万/月,常州,长城信息股份有限公司,国企,,电子技术/半导体/集成电路,08-15
Web前端开发工程师,3-5千/月,南昌,南昌凯峰软件有限责任公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.5-2.5万/月,成都-高新区,成都数之联科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1-1.5万/月,厦门-湖里区,白鸽在线（厦门）网络科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师（汉口）,1-1.3万/月,武汉-江汉区,上海润和信息技术服务有限公司,上市公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,1.3-1.8万/月,上海-浦东新区,江苏易云科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-2万/月,上海,帝亚一维新能源汽车有限公司,民营公司,150-500人,汽车,08-15
Web前端开发工程师,5-8千/月,无锡-滨湖区,江苏汉德天坤数字技术有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师（天津）,1.2-1.8万/月,天津-东丽区,深圳思特顺科技有限公司,民营公司,,计算机软件,08-15
web前端开发工程师 (MJ000147),1-1.4万/月,成都,中国电子科技网络信息安全有限公司,国企,5000-10000人,学术/科研,08-15
高级前端开发工程师,3-4万/月,上海-徐汇区,苏州业格企业管理咨询有限公司,创业公司,少于50人,专业服务(咨询、人力资源、财会),08-15
前端开发工程师,2-2.5万/月,上海-闵行区,上海谦隐网络科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
前端初级开发工程师,5-8千/月,长沙-岳麓区,深圳市因尚网络科技股份有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.5-1万/月,广州-越秀区,华联世纪工程咨询股份有限公司,上市公司,1000-5000人,建筑/建材/工程,08-15
前端开发工程师,1-1.5万/月,北京-海淀区,中国科学院计算机网络信息中心,事业单位,500-1000人,教育/培训/院校,08-15
Web前端开发工程师,4-6千/月,厦门,厦门智汇祥盈科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.5-2.2万/月,上海-浦东新区,厦门赞扬丰硕软件技术有限公司,民营公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-浦东新区,人卫嘉奕（上海）医学科技有限公司,民营公司,少于50人,医疗设备/器械,08-15
前端开发工程师,1-1.5万/月,广州-天河区,深圳市鼎驰科技发展有限公司,民营公司,150-500人,计算机软件,08-15
web前端开发工程师（vue）（10）,1.5-2.1万/月,上海-虹口区,上海复深蓝软件股份有限公司,上市公司,1000-5000人,计算机软件,08-15
前端开发工程师,1.5-2万/月,上海-浦东新区,河南八六三软件股份有限公司,合资,500-1000人,计算机软件,08-15
前端工程师,0.8-1.2万/月,珠海-珠海高新区,广东佳米科技有限公司,民营公司,50-150人,计算机软件,08-15
Web 前端工程师,0.8-1万/月,上海-杨浦区,上海泰仕达人力资源有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-15
前端开发工程师,1.5-2万/月,深圳-福田区,慧捷（上海）科技股份有限公司,民营公司,50-150人,通信/电信运营、增值服务,08-15
前端开发工程师,0.8-1万/月,上海-静安区,上海道拓医药科技股份有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师,1-1.5万/月,上海-黄浦区,有师之言（上海）企业管理顾问有限公司,外资（非欧美）,少于50人,影视/媒体/艺术/文化传播,08-15
前端开发工程师(内部岗),1.2-2万/月,武汉-洪山区,深圳市法本信息技术股份有限公司,上市公司,10000人以上,计算机软件,08-15
前端开发工程师,1.3-2万/月,杭州,杭州筑家易网络科技股份有限公司,民营公司,1000-5000人,互联网/电子商务,08-15
Web前端开发工程师(郑州）,0.9-1.6万/月,郑州,杭州卓健信息科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端工程师,0.7-1.4万/月,昆明-西山区,太极计算机股份有限公司,国企,1000-5000人,计算机软件,08-15
Web前端开发工程师,1.5-3万/月,广州-天河区,广东数果科技有限公司,民营公司,50-150人,计算机软件,08-15
web前端中级开发工程师/近地铁/待遇高,1.3-1.8万/月,北京-门头沟区,北京晶朝数字科技有限公司,民营公司,,计算机软件,08-15
Web前端开发工程师,0.9-1.2万/月,成都,四川金熊猫新媒体有限公司,国企,50-150人,影视/媒体/艺术/文化传播,08-15
前端开发工程师,1.5-2万/月,杭州-余杭区,杭州博彦信息技术有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师（金融）,1.1-1.9万/月,北京-朝阳区,北京高阳金信信息技术有限公司,上市公司,500-1000人,计算机软件,08-15
Web前端开发工程师,1.1-1.6万/月,深圳-南山区,深圳市你我网络科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
中高级前端开发工程师,1.2-2万/月,广州-海珠区,北京雨花石云计算科技股份有限公司,民营公司,150-500人,计算机软件,08-15
高级前端开发工程师(J10295),1.5-2.3万/月,上海,上海百胜软件股份有限公司,上市公司,500-1000人,计算机软件,08-15
Web前端开发工程师,0.6-1万/月,重庆-沙坪坝区,重庆送工网络科技有限公司,民营公司,150-500人,计算机软件,08-15
高级前端开发工程师,2-4万/月,北京,华信永益（北京）信息技术有限公司,民营公司,500-1000人,计算机软件,08-15
Web前端开发工程师,1-1.6万/月,深圳-福田区,深圳市世纪伟图科技开发有限公司,民营公司,150-500人,计算机软件,08-15
月薪20K web前端开发工程师,2-2.5万/月,广州-天河区,道格集团,民营公司,150-500人,互联网/电子商务,08-15
APP高级前端工程师(Android/IOS),1.5-3万/月,南京-雨花台区,南京闻闻链商网络科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
Java开发工程师（偏前端开发）,1-1.5万/月,上海-长宁区,上海诚壹网络科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
高级前端开发工程师,1-1.5万/月,武汉-东湖新技术产业开发区,湖南建研信息技术股份有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1.2-2万/月,深圳-福田区,大中华国际集团（中国）有限公司,外资（非欧美）,500-1000人,房地产,08-15
