职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
前端开发工程师/软件工程师,0.7-1.5万/月,上海-徐汇区,上海融芯计算机科技有限公司,合资,50-150人,计算机软件,08-15
高级前端开发工程师,1.7-2.2万/月,上海-静安区,上海朗鹰教育科技股份有限公司,民营公司,50-150人,教育/培训/院校,08-15
前端开发工程师,1.5-2.5万/月,上海-长宁区,上海东方传媒技术有限公司,国企,500-1000人,影视/媒体/艺术/文化传播,08-15
Web前端开发工程师,1.3-1.8万/月,杭州-拱墅区,浙江联乾信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,10-15万/年,昆明,云思华盛（北京）科技有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师（中级）,0.8-1.6万/月,广州-黄埔区,广州欧赛斯信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1.4万/月,西安-高新技术产业开发区,陕西优百信息技术有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.7-1万/月,上海-松江区,上海绿度信息科技股份有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师 （六险一金+双休）,0.8-1.2万/月,西安-高新技术产业开发区,西安卓越软件开发有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-1.5万/月,上海-闵行区,上海联泉智能科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,0.8-1.3万/月,上海-浦东新区,上海汇中保险经纪有限责任公司,民营公司,500-1000人,保险,08-15
前端开发工程师,0.8-1.2万/月,南京-雨花台区,智器云南京信息科技有限公司,民营公司,150-500人,计算机软件,08-15
web前端开发工程师,0.6-1万/月,深圳-南山区,深圳市同行者科技有限公司,合资,50-150人,互联网/电子商务,08-15
前端开发工程师（初级含实习生）,5-8千/月,成都-武侯区,成都干将网络科技有限公司,民营公司,150-500人,网络游戏,08-15
前端开发工程师,0.7-1万/月,成都-崇州市,成都得一实业有限公司,民营公司,500-1000人,家具/家电/玩具/礼品,08-15
前端开发工程师,0.7-1.4万/月,西安,浙江银信博荣电子科技股份有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.6-1.2万/月,武汉-洪山区,湖北河海科技发展有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,6-8千/月,合肥-高新区,上海优信教育科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.6-1万/月,马鞍山,安徽云轨信息科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.2-1.8万/月,上海-普陀区,上海金的信息科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.8-1.2万/月,东莞-南城区,广东致胜环保产业集团有限公司,民营公司,150-500人,环保,08-15
前端开发工程师,0.8-1.2万/月,武汉,武汉冻品邦信息科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
H5前端工程师,1.6-2.3万/月,广州-番禺区,广东南粤云视科技有限公司,合资,50-150人,计算机软件,08-15
前端开发工程师,1-1.5万/月,上海,上海正信方晟资信评估有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-15
广告平台-前端开发工程师（客户端）,2.5-4.5万/月,上海-长宁区,美团,上市公司,10000人以上,互联网/电子商务,08-15
前端开发工程师,21-25万/年,上海,中国电信集团号百信息服务有限公司,国企,500-1000人,通信/电信运营、增值服务,08-15
高级前端开发工程师（中国联通网络AI中心）,20-30万/年,上海-长宁区,中国联合网络通信有限公司上海市分公司,国企,1000-5000人,通信/电信运营、增值服务,08-15
高级前端研发工程师-互联网信贷,2.5-5万/月,北京,字节跳动,民营公司,10000人以上,互联网/电子商务,08-15
高级前端开发工程师,2-2.5万/月,上海-徐汇区,杉德支付网络服务发展有限公司,民营公司,500-1000人,互联网/电子商务,08-15
网站前端开发工程师,0.9-1.8万/月,武汉-洪山区,广州多益网络股份有限公司,民营公司,1000-5000人,网络游戏,08-15
Web前端开发工程师,1-1.2万/月,上海-金山区,上海润达医疗科技股份有限公司,上市公司,1000-5000人,医疗设备/器械,08-15
前端开发工程师,0.9-1.2万/月,广州-天河区,广东天琴信息技术有限公司,民营公司,150-500人,计算机软件,08-15
Web前端工程师 (GIS),1-1.6万/月,深圳-南山区,深圳优立视觉科技有限公司,民营公司,50-150人,计算机软件,08-15
web前端开发工程师,0.6-1万/月,呼和浩特-新城区,协弘企业管理（惠州）有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
前端开发工程师（乐清市）,9-14万/年,温州,浙江瑞森路政设施有限公司,民营公司,150-500人,建筑/建材/工程,08-15
WEB前端开发工程师,0.8-1.5万/月,西安-碑林区,陕西长通科技有限公司,民营公司,少于50人,计算机软件,08-15
高级web前端研发工程师,1.5-2万/月,武汉-武昌区,中国交通信息科技集团有限公司武汉分公司,国企,50-150人,计算机软件,08-15
前端开发工程师,0.8-1万/月,重庆-南岸区,万紫智造系统（深圳）有限公司,民营公司,50-150人,计算机软件,08-15
软件开发工程师（前端）,1-1.5万/月,武汉-东西湖区,武汉卓亚网络科技有限公司,民营公司,,计算机软件,08-15
前端开发工程师,1-1.5万/月,苏州,杰弗雷（中国）贸易有限公司,民营公司,50-150人,贸易/进出口,08-15
Web前端开发工程师,1-2万/月,合肥-经开区,合肥先进产业研究院,事业单位,少于50人,学术/科研,08-15
前端开发工程师,1-1.5万/月,武汉-江汉区,深圳天源迪科信息技术股份有限公司北京办事处,民营公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,1.2-2万/月,广州-天河区,广州市南方航天科技转化研究院,民营公司,少于50人,计算机软件,08-15
前端工程师,1.2-2万/月,厦门,厦门中小在线信息服务有限公司,国企,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,杭州-滨江区,杭州思绪科技有限公司,民营公司,少于50人,计算机软件,08-15
腾讯前端开发工程师（线上面试）,1.3-1.8万/月,北京-海淀区,深圳市智慧盾科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1-1.5万/月,西安-莲湖区,福建国科信息科技有限公司,民营公司,150-500人,计算机软件,08-15
前端工程师（VUE，可民教）,1.3-2.1万/月,杭州-余杭区,深圳市华付信息技术有限公司,民营公司,,电子技术/半导体/集成电路,08-15
Web前端开发工程师,1-1.5万/月,北京,深圳极联信息技术股份有限公司,民营公司,500-1000人,计算机软件,08-15
前端开发工程师,7-12万/年,湛江-霞山区,广东宝绎通信科技有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
前端开发工程师,0.9-1.5万/月,上海-浦东新区,上海敏智信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.8-1.4万/月,厦门-海沧区,厦门华匠兴智能科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
前端开发工程师,1-1.5万/月,深圳-宝安区,深圳市亿欧麦科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
Web前端开发工程师,2-2.5万/月,上海-浦东新区,上海兑观信息科技技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,深圳-福田区,广州恒利信息科技有限公司,合资,150-500人,计算机软件,08-15
ZH-011 Web前端开发工程师,1-1.5万/月,深圳-罗湖区,深圳市振瀚信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.7-1.2万/月,常州-新北区,江苏铭人文化科技有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-15
前端开发工程师,0.8-1.3万/月,长沙-雨花区,湖南新航动力信息科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1-1.5万/月,广州-黄埔区,广州迈傲信息科技有限公司,创业公司,50-150人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,1.2-2万/月,北京-海淀区,慧博云通科技股份有限公司,民营公司,1000-5000人,计算机软件,08-15
初级前端开发工程师,5-8千/月,珠海-香洲区,珠海幸福家网络科技股份有限公司,上市公司,150-500人,互联网/电子商务,08-15
Web前端开发工程师,0.6-1万/月,青岛-市北区,青岛阿美瑟贸易有限公司,民营公司,少于50人,贸易/进出口,08-15
前端开发工程师,0.8-1万/月,广州-天河区,上海期艺网络科技有限公司广州分公司,民营公司,50-150人,网络游戏,08-15
高级web前端工程师（武汉） (MJ000106),1.8-2.5万/月,武汉-洪山区,上海绎维软件系统有限公司,民营公司,150-500人,计算机软件,08-15
高级前端开发工程师,1.5-2万/月,上海-徐汇区,上海沃望德办公系统有限公司,外资（非欧美）,150-500人,家具/家电/玩具/礼品,08-15
前端工程师-react,4-6万/月,上海-徐汇区,上海极在信息科技有限公司,民营公司,少于50人,网络游戏,08-15
web前端工程师,1-1.5万/月,南京-浦口区,南京晶捷生物科技有限公司,民营公司,50-150人,医疗设备/器械,08-15
前端开发工程师,0.8-1.2万/月,武汉-江夏区,湖北众堃科技股份有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,苏州-工业园区,江苏迪赛特医疗科技有限公司,民营公司,50-150人,制药/生物工程,08-15
web前端工程师(001705),0.8-1.5万/月,深圳-罗湖区,高伟达软件股份有限公司,上市公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,1.6-3.1万/月,上海-徐汇区,才星（广州）科技服务有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1.5-2万/月,常州,赛腾机电科技（常州）有限公司,民营公司,50-150人,机械/设备/重工,08-15
前端开发工程师,4.5-6千/月,海口,海口旗盛商务信息咨询有限公司,民营公司,少于50人,中介服务,08-15
Web前端开发工程师（电商）,1.3-2.5万/月,宁波-海曙区,三生（中国）健康产业有限公司,合资,1000-5000人,多元化业务集团公司,08-15
React前端开发工程师,1.5-2.2万/月,上海-黄浦区,上海容智信息技术有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,0.7-1万/月,广州-黄埔区,广州智算信息技术有限公司,民营公司,150-500人,计算机软件,08-15
WEB前端开发工程师-（综治业务事业部）,1.3-1.8万/月,深圳-福田区,中电科新型智慧城市研究院有限公司,国企,150-500人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,6-8千/月,石家庄-裕华区,河北仟玖科技有限公司,创业公司,少于50人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,1-1.5万/月,广州-黄埔区,广东华软互联科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,长沙,上海西信信息科技股份有限公司,上市公司,150-500人,计算机服务(系统、数据服务、维修),08-15
web前端工程师(J10453),1-1.5万/月,北京,北京研华兴业电子科技有限公司,外资（非欧美）,5000-10000人,仪器仪表/工业自动化,08-15
Web前端开发工程师,1.2-1.8万/月,深圳-福田区,上海新晨信息集成系统有限公司,上市公司,150-500人,计算机软件,08-15
WEB前端开发工程师（静态页面切图方向）,0.6-1万/月,武汉-武昌区,深圳博沃智慧科技有限公司,民营公司,150-500人,计算机软件,08-15
WEB前端开发工程师（SYYH1lyg）(J12851),1.5-2万/月,北京-朝阳区,北京东方国信科技股份有限公司,上市公司,5000-10000人,计算机软件,08-15
前端开发工程师,1.3-1.5万/月,上海-浦东新区,SKILLZONE LIMITED,外资（欧美）,50-150人,专业服务(咨询、人力资源、财会),08-15
前端开发工程师,0.8-1.4万/月,苏州-工业园区,江苏嘉图网络科技股份有限公司,民营公司,150-500人,互联网/电子商务,08-15
济宁React前端工程师,0.7-1.2万/月,济宁,青岛善为智能技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1.3-1.5万/月,深圳-盐田区,中兴发展有限公司,民营公司,1000-5000人,房地产,08-15
前端开发中级工程师,0.8-1.2万/月,广州-黄埔区,房博士网,民营公司,150-500人,房地产,08-15
Web前端开发工程师,1.1-1.8万/月,杭州-江干区,杭州掌盟软件股份有限公司,上市公司,150-500人,计算机软件,08-15
游戏前端开发工程师,1-1.5万/月,武汉-东湖新技术产业开发区,武汉嘉游信息科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
自研web前端工程师 T,1-1.5万/月,杭州-滨江区,杭州仁联人力资源有限公司,合资,500-1000人,专业服务(咨询、人力资源、财会),08-15
高级前端工程师,1.5-3万/月,南京-建邺区,江苏都市驼铃信息系统工程有限公司,民营公司,500-1000人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,0.9-1.2万/月,北京-海淀区,领航动力信息系统有限公司北京分公司,外资（欧美）,150-500人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,珠海-珠海高新区,珠海傲视创新科技有限公司,创业公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.2-2万/月,上海-杨浦区,上海畅启软件有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-闵行区,上海西邦电气有限公司,民营公司,50-150人,电气/电力/水利,08-15
前端开发工程师,1-1.5万/月,广州-天河区,上海六感科技有限公司,民营公司,150-500人,汽车,08-15
前端开发工程师,1.5-3万/月,北京-朝阳区,马衡达信息技术（上海）有限公司,外资（非欧美）,1000-5000人,计算机软件,08-15
前端开发工程师 竞,1.2-1.8万/月,深圳-罗湖区,北京先进数通信息技术股份公司,上市公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,北京-房山区,北京升源聚业科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1.2万/月,广州-越秀区,广东金马领科智能科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
前端实施工程师-成都,0.6-1万/月,成都-高新区,上海慧洲信息技术有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.9-1.5万/月,武汉-武昌区,武汉天翼领航科技发展有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,0.6-1.2万/月,珠海-香洲区,珠海市安科电子有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
前端开发工程师,1.2-2.4万/月,济南-历下区,江苏润和软件股份有限公司,民营公司,5000-10000人,计算机软件,08-15
Web前端开发工程师,0.7-1万/月,武汉-东湖新技术产业开发区,武汉青鸟智安科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.7-1万/月,郑州-金水区,链韵物流科技（上海）有限公司,创业公司,少于50人,互联网/电子商务,08-15
中级Web前端开发工程师,2-3万/月,上海-浦东新区,上海迈坦信息科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端工程师（车锁系统）,0.8-1.5万/月,深圳-龙华区,深圳市达城威电子科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
前端开发工程师,0.8-1.5万/月,杭州-余杭区,杭州坤志信息技术有限公司,民营公司,少于50人,计算机软件,08-15
高级前端开发工程师（智能）,20-30万/年,上海-松江区,无锡宝通科技股份有限公司,上市公司,500-1000人,机械/设备/重工,08-15
Web前端开发工程师,0.9-1.6万/月,南昌,天宇正清科技有限公司西安分公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1.5-2万/月,重庆-渝北区,盛宝金融科技有限公司,外资（欧美）,50-150人,计算机软件,08-15
高级前端开发工程师,1.5-2万/月,北京-朝阳区,美速通商务咨询(上海)有限公司北京分公司,外资（欧美）,150-500人,公关/市场推广/会展,08-15
前端开发工程师,2.5-5万/月,苏州-吴中区,优必选（苏州）科技有限公司,民营公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,杭州,深圳市沐荫教育咨询有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1.5-2.5万/月,深圳,深圳博瑞天下科技有限公司,民营公司,少于50人,通信/电信运营、增值服务,08-15
前端工程师,6-9千/月,苏州-高新区,苏州前哨站信息技术有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-15
Web前端开发工程师,0.8-1.5万/月,杭州-萧山区,杭州绿掌科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,无锡,无锡坦程物联网股份有限公司,民营公司,50-150人,汽车,08-15
前端工程师,1-1.5万/月,上海-浦东新区,致想管理咨询（上海）有限公司,合资,少于50人,计算机软件,08-15
前端开发工程师-上海张江-05846,1.5-1.9万/月,上海,博彦科技股份有限公司,外资（欧美）,10000人以上,计算机软件,08-15
前端开发工程师,1.5-2.5万/月,上海-浦东新区,上海圆卓网络科技有限公司,外资（非欧美）,150-500人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,南京-玄武区,江苏梦立渊软件技术有限公司,民营公司,150-500人,计算机软件,08-15
WEB前端研发工程师,0.8-1.2万/月,昆明-五华区,云南安得曼医疗科技有限公司,民营公司,少于50人,医疗/护理/卫生,08-15
初级web前端工程师,6-8千/月,广州-天河区,广州谷创信息科技有限公司,民营公司,,互联网/电子商务,08-15
中级前端开工程师（浦东新区驻场项目）,1.3-2.2万/月,上海-浦东新区,广州源创信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.8万/月,合肥,安徽中科晶格技术有限公司,民营公司,,计算机软件,08-15
前端开发工程师,0.8-1.4万/月,珠海-横琴新区,遊澳集团有限公司,外资（非欧美）,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,1.5-2.2万/月,深圳-福田区,深圳市智金高新金融服务有限公司,民营公司,50-150人,金融/投资/证券,08-15
Web前端工程师（车锁系统）,0.8-1.5万/月,深圳-龙华区,深圳市威尔电器有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-15
前端开发工程师,1.5-2万/月,上海-徐汇区,上海音智达信息技术有限公司,合资,150-500人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,4-8千/月,泰州-海陵区,南京恒鼎锐网络科技有限公司,民营公司,,互联网/电子商务,08-15
云平台前端开发工程师,4-6千/月,成都-郫都区,丹氏生物科技成都有限公司,民营公司,少于50人,医疗设备/器械,08-15
web前端工程师,1-1.5万/月,杭州-西湖区,浙江傲宋智能科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
Web前端开发工程师,0.7-1万/月,温州-瓯海区,浙江力德节能科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.6-1.1万/月,温州-瓯海区,温州市泰谷商贸有限公司,民营公司,50-150人,贸易/进出口,08-15
前端开发工程师,1-1.5万/月,武汉-东湖新技术产业开发区,武汉钧恒科技有限公司,民营公司,150-500人,通信/电信/网络设备,08-15
Web前端开发工程师,0.8-1.2万/月,嘉峪关,杭州欣悦互联科技有限公司,民营公司,50-150人,计算机软件,08-15
前端vue工程师,1.7-2.3万/月,北京-丰台区,中建材信息技术股份有限公司,国企,500-1000人,计算机硬件,08-15
前端开发工程师,0.8-1.1万/月,成都-金牛区,成都骅光医疗器械有限公司,民营公司,500-1000人,医疗设备/器械,08-15
h5前端工程师,0.7-1.1万/月,武汉-江岸区,丝路视觉科技股份有限公司武汉公司,上市公司,1000-5000人,影视/媒体/艺术/文化传播,08-15
前端开发工程师,8-10万/年,武汉-江汉区,通联支付网络服务股份有限公司湖北分公司,民营公司,50-150人,金融/投资/证券,08-15
前端中级开发工程师（云平台）(J11767),1-1.5万/月,北京-海淀区,北京天融信科技有限公司,上市公司,5000-10000人,计算机软件,08-15
高级Web前端开发工程师,1.5-3万/月,成都-高新区,深圳巴伦如梭网络有限公司成都分公司,民营公司,150-500人,计算机软件,08-15
IC前端设计工程师,1.5-2万/月,西安-鄠邑区,西安天成益邦电子科技有限公司,民营公司,150-500人,计算机硬件,08-15
Web 前端研发工程师,1.5-2万/月,北京,北京旋极集团,上市公司,1000-5000人,计算机软件,08-15
Web前端开发工程师+六险一金,1-1.5万/月,广州-海珠区,佛山市宏浩康电子商务有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师,1.5-2万/月,北京-海淀区,北京慈翼科技有限公司,合资,150-500人,计算机软件,08-15
前端开发工程师,0.7-1.2万/月,宁波-鄞州区,宁波达诺国际物流有限公司,民营公司,少于50人,交通/运输/物流,08-15
