职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
西餐厅厨师长,1-1.5万/月,杭州-萧山区,深圳市乐的文化有限公司,民营公司,1000-5000人,娱乐/休闲/体育,08-15
日式烧肉店厨师长,1-1.5万/月,上海-徐汇区,上海美泰美家餐饮管理有限公司,民营公司,,餐饮业,08-15
厨师（幼儿园）,4.5-6千/月,上海-浦东新区,上海清彧环境工程有限公司,民营公司,,环保,08-15
厨师,0.8-1万/月,成都-天府新区,荣万家生活服务股份有限公司成都分公司,民营公司,150-500人,物业管理/商业中心,08-15
幼儿园厨师,5-8千/月,贵阳-南明区,贵州跃迈科贸易有限公司,民营公司,50-150人,医疗设备/器械,08-15
中餐厨师,1-1.5万/月,上海-嘉定区,上海德旭建设发展有限公司,民营公司,50-150人,建筑/建材/工程,08-15
中餐厨师,0.9-1.2万/月,上海-闵行区,上海唤电新能源科技有限公司,民营公司,少于50人,新能源,08-15
厨师,4.5-6千/月,深圳-龙华区,深圳塑镕电容器有限公司,合资,150-500人,电子技术/半导体/集成电路,08-15
员工餐厨师,5.5-6千/月,深圳-宝安区,深圳市锦灏投资集团有限公司,民营公司,150-500人,物业管理/商业中心,08-15
厨师长,2.8-3.5千/月,长沙-长沙县,湖南保利物业管理有限公司,国企,1000-5000人,物业管理/商业中心,08-15
厨师,6-8千/月,深圳-福田区,深圳南方集团有限公司,外资（非欧美）,150-500人,多元化业务集团公司,08-15
厨师,3.5-5千/月,福州-马尾区,福建麦渔食品有限公司,民营公司,50-150人,农/林/牧/渔,08-15
员餐厨师,4.5-5千/月,深圳-南山区,华润置地（深圳）发展有限公司木棉花酒店,民营公司,,计算机软件,08-15
小饭桌厨师,3-4.5千/月,太原-杏花岭区,山西领跑教育咨询有限公司,创业公司,少于50人,教育/培训/院校,08-15
***中餐厨师,300元/天,昆明-呈贡区,云南西草资源开发有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-15
***厨师,500元/天,广州-白云区,广东明道通信科技有限公司,民营公司,150-500人,通信/电信/网络设备,08-15
厨师长,0.8-1万/月,芜湖-无为市,合肥黄山大厦金色王朝餐饮管理有限公司,民营公司,1000-5000人,餐饮业,08-15
高薪急聘 宴会厅厨师,5-7千/月,惠州,广东正闳基础工程有限公司,民营公司,150-500人,建筑/建材/工程,08-15
厨师,4.5-6千/月,惠州-惠城区,深圳市超频三科技股份有限公司,上市公司,500-1000人,电子技术/半导体/集成电路,08-15
中餐厨师,3.5-5.5千/月,武汉,武汉市海岛装饰工程有限公司,民营公司,50-150人,建筑/建材/工程,08-15
食堂厨师,2-3千/月,广州,广州市德迪汽车贸易有限公司,外资（非欧美）,50-150人,汽车,08-15
粤菜厨师,6-8千/月,广州-天河区,广州立誉投资有限公司,民营公司,少于50人,建筑/建材/工程,08-15
食堂厨师,2-3千/月,哈尔滨-道里区,哈尔滨德欣人力资源服务有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
酸菜鱼厨师 厨房学徒 包吃包住 无需经验,4.5-6千/月,上海-静安区,上海荣锋餐饮管理有限公司,民营公司,,餐饮业,08-15
厨师+包吃住,7-8千/月,上海-浦东新区,威达高科技控股有限公司,民营公司,150-500人,计算机硬件,08-15
厨师学徒,3-4.5千/月,昆明-五华区,昆明市五华区莲悦餐厅,合资,少于50人,餐饮业,08-15
厨师,4.5-6千/月,深圳-盐田区,深圳海滨制药有限公司,民营公司,500-1000人,制药/生物工程,08-15
厨师,3-4.5千/月,广州-白云区,广州好居日用品有限公司,民营公司,少于50人,贸易/进出口,08-15
私人高端厨师,0.8-1.3万/月,无锡-宜兴市,远东控股集团有限公司,民营公司,10000人以上,电气/电力/水利,08-15
厨师、厨工,4.5-7千/月,上海-普陀区,上海井町餐饮管理有限公司,外资（非欧美）,少于50人,餐饮业,08-15
墩子 厨师,3.5-4.5千/月,重庆-渝北区,重庆力华自动化技术有限责任公司,民营公司,1000-5000人,汽车,08-15
厨师长（谭鸭血火锅）,0.8-1万/月,成都-锦江区,四川至膳品牌管理有限公司,民营公司,150-500人,餐饮业,08-15
厨师(二厨）靖边园,5.5-6.5千/月,上海-普陀区,美星教育科技（上海）有限公司,民营公司,50-150人,教育/培训/院校,08-15
厨师-白案,4-5千/月,成都-温江区,海思科医药集团股份有限公司,上市公司,1000-5000人,制药/生物工程,08-15
炒锅厨师（南沙）,6-7.5千/月,广州-南沙区,广州中大餐饮管理有限公司,国企,500-1000人,餐饮业,08-15
厨师,3-4.5千/月,沈阳,辽宁都市建设有限公司,民营公司,150-500人,建筑/建材/工程,08-15
厨师,6-9千/月,昆明-盘龙区,云南东润教育投资管理集团有限公司,民营公司,150-500人,教育/培训/院校,08-15
私厨厨师,1-2万/月,武汉-江汉区,广东为邦消防技术服务有限公司,民营公司,少于50人,建筑/建材/工程,08-15
厨师长,7-8千/月,东莞,东莞市金田纸业有限公司,民营公司,1000-5000人,印刷/包装/造纸,08-15
食堂厨师,4-5千/月,大连,大连市锦泽精密模具有限公司,民营公司,50-150人,机械/设备/重工,08-15
厨师,0.8-1万/月,杭州-钱塘区,德帕姆（杭州）泵业科技有限公司,民营公司,150-500人,机械/设备/重工,08-15
吴家山招厨师,6-8千/月,武汉-东西湖区,武汉虾之厨食品有限公司,民营公司,少于50人,快速消费品(食品、饮料、化妆品),08-15
食堂厨师,4-6千/月,乌鲁木齐-沙依巴克区,新疆双星彩印有限责任公司,合资,50-150人,印刷/包装/造纸,08-15
厨师,4.5-6千/月,东莞-常平镇,东莞常平玛莱妇产医院有限公司,民营公司,50-150人,医疗/护理/卫生,08-15
大锅菜厨师,4.5-6千/月,成都,四川贝尔康医药有限公司,民营公司,500-1000人,多元化业务集团公司,08-15
食堂厨师长,0.8-1万/月,佛山-顺德区,佛山市顺德蓝宇能源有限公司,国企,少于50人,新能源,08-15
厨师,4.5-6千/月,惠州-仲恺区,久策气体（惠州）有限公司,合资,,批发/零售,08-15
厨师（员工食堂）,6-8千/月,阿克苏,新疆敦华石油技术股份有限公司,民营公司,50-150人,石油/化工/矿产/地质,08-15
厨师长,0.9-1.2万/月,桂林,桂林江户屋餐饮管理有限责任公司,民营公司,50-150人,餐饮业,08-15
中餐厨师（粤菜）,5-8千/月,福州,福建省中医药科技开发有限公司,民营公司,50-150人,医疗/护理/卫生,08-15
员工食堂厨师,3-4.5千/月,南京-江宁区,南京汇科金属制品有限公司,民营公司,150-500人,机械/设备/重工,08-15
厨师,6-8千/月,上海-徐汇区,上海康余管理服务有限公司,国企,150-500人,非营利组织,08-15
会所厨师,1-1.5万/月,上海,上海国汇投资有限公司,外资（非欧美）,50-150人,多元化业务集团公司,08-15
武昌机关食堂双休招厨师长,6-8千/月,武汉-武昌区,武汉企源餐饮管理有限公司,民营公司,1000-5000人,餐饮业,08-15
副厨师长,1-1.5万/月,广州-越秀区,广州同芯酒店管理有限公司,民营公司,150-500人,餐饮业,08-15
厨师,4.5-6千/月,深圳-龙华区,深圳恒钢精密机械制造有限公司,民营公司,150-500人,机械/设备/重工,08-15
中餐厨师,0.8-1万/月,上海-闵行区,沈阳沈飞集团铝业幕墙工程有限公司上海分公司,民营公司,150-500人,建筑/建材/工程,08-15
厨师长,5.5-6.5千/月,武汉,武汉海之最食品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-15
厨师,6-8千/月,广州-荔湾区,海关总署广东分署后勤管理中心,事业单位,50-150人,政府/公共事业,08-15
西餐厨师,4.5-6千/月,上海-徐汇区,上海创麟餐饮管理有限公司,民营公司,50-150人,餐饮业,08-15
食堂厨师,5-6.5千/月,宁波-鄞州区,宁波市富来电子科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
厨师,3-5千/月,徐州-云龙区,徐州天勤后勤服务集团有限公司,国企,500-1000人,多元化业务集团公司,08-15
厨师,6-8千/月,南昌-青山湖区,江西习韵酒业有限公司,合资,,快速消费品(食品、饮料、化妆品),08-15
食堂厨师,5-5.5千/月,大连,大连恒烨精密制造有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
厨师,4-5千/月,南昌-青山湖区,同济大学建筑设计研究院（集团）有限公司南昌分院,国企,1000-5000人,建筑/建材/工程,08-15
食堂厨师,3.5-4.5千/月,广州-从化区,广州樱姿纸业有限公司,创业公司,少于50人,医疗/护理/卫生,08-15
食堂粤菜厨师（待遇好）,6.5-7千/月,东莞,东莞南玻光伏科技有限公司,合资,1000-5000人,电子技术/半导体/集成电路,08-15
厨师长,5-8千/月,成都-郫都区,四川天味家园食品有限公司,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),08-15
中餐厨师,0.8-1万/月,成都-青白江区,四川我的田园文化旅游有限公司,民营公司,150-500人,房地产,08-15
厨师,3-4.5千/月,常州,常州市东誉国际贸易有限公司,民营公司,500-1000人,贸易/进出口,08-15
厨师长,1.5-2万/月,成都-高新区,成都悦百味餐饮文化有限公司,民营公司,1000-5000人,餐饮业,08-15
厨师,6-8千/月,昆山,昆山速品食品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-15
硬石餐厅厨师-***西餐厨师,19元/小时,天津-南开区,天津鲁能置业有限公司商业管理分公司,国企,50-150人,物业管理/商业中心,08-15
食堂厨师,3-4.5千/月,佛山-南海区,佛山市南海区大沥童畅金沙湾幼儿园,民营公司,50-150人,教育/培训/院校,08-15
中餐厨师,8-10万/年,上海-徐汇区,上海住玖建设工程有限公司,民营公司,150-500人,建筑/建材/工程,08-15
食堂厨师,4.5-6千/月,成都-彭州市,成都全员塑胶管业有限公司,民营公司,50-150人,建筑/建材/工程,08-15
厨师,6-8千/月,昆山,鲜活果汁有限公司,外资（非欧美）,150-500人,快速消费品(食品、饮料、化妆品),08-15
食堂厨师,4-8千/月,深圳-宝安区,深圳市高发投资控股有限公司,民营公司,50-150人,房地产,08-15
厨师,4.5-6千/月,苏州-高新区,光大汇晨（苏州）养老服务有限公司,民营公司,少于50人,医疗/护理/卫生,08-15
厨师（小食堂）,3.5-5千/月,昆明-盘龙区,云南惠丰集团有限公司,民营公司,1000-5000人,多元化业务集团公司,08-15
食堂厨师,4.5-6千/月,杭州-萧山区,杭州海德世拉索系统有限公司,合资,150-500人,汽车,08-15
员工食堂厨师,4-4.5千/月,广州-白云区,广州市云凯酒店管理有限公司,民营公司,150-500人,酒店/旅游,08-15
集团后勤厨师/帮厨/洗碗工,2.3-3.3千/月,大连,福佳集团有限公司,民营公司,1000-5000人,多元化业务集团公司,08-15
月子会所厨师,0.6-1.2万/月,深圳-南山区,深圳至爱名媛月府产后服务有限公司,民营公司,150-500人,生活服务,08-15
厨师,5-7千/月,惠州,惠州市富丽电子有限公司,外资（非欧美）,500-1000人,电子技术/半导体/集成电路,08-15
粤菜厨师,6-8千/月,东莞,东莞圣幸健康科技有限公司,民营公司,50-150人,制药/生物工程,08-15
食堂厨师,3.5-5千/月,武汉-武昌区,汇智工程科技股份有限公司武汉分公司,上市公司,少于50人,制药/生物工程,08-15
食堂厨师（机场路）,4.5-6千/月,成都-武侯区,成都建国汽车贸易有限公司,民营公司,10000人以上,汽车,08-15
中餐厨师,6-8千/月,西安-高陵区,陕西长羽航空装备有限公司,民营公司,150-500人,航天/航空,08-15
厨师（员工食堂）,5-6万/年,成都-大邑县,威立雅能源管理（成都）有限公司,外资（欧美）,150-500人,电气/电力/水利,08-15
员工餐厅厨师,4.5-6千/月,合肥-瑶海区,合肥万达广场商业管理有限公司瑶海分公司,民营公司,150-500人,房地产,08-15
西餐厨师,6-8千/月,西安-莲湖区,陕西谷慕滋餐饮管理有限公司,创业公司,50-150人,娱乐/休闲/体育,08-15
厨师,3-4.5千/月,沈阳-和平区,沈阳市和平区阅博幼儿园,民营公司,少于50人,教育/培训/院校,08-15
素食厨师,6-8千/月,云浮,沐林听风茶业（深圳）有限公司,民营公司,少于50人,快速消费品(食品、饮料、化妆品),08-15
招聘西餐厨师,3-6千/月,绵阳-涪城区,广州天陇网络科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
招聘厨师包吃住,5-6千/月,北京-通州区,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
招聘厨师长后厨包吃住,0.5-1万/月,石家庄-裕华区,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
日料厨师,5-6千/月,北京-朝阳区,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
厨师（肠粉师傅）,4-6千/月,大连-沙河口区,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
浑南新区饭店诚聘厨师,5-7千/月,沈阳-浑南区,虾皮（杭州）科技有限公司,民营公司,,计算机软件,08-15
麻辣香锅厨房招聘切配杂工，厨师,4.5-7.5千/月,北京-朝阳区,虾皮（杭州）科技有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
诚招包吃住厨师，后厨，服务员,6-8千/月,攀枝花,虾皮（杭州）科技有限公司,外资（非欧美）,,贸易/进出口,08-15
餐厅厨师长,1-1.5万/月,广州-天河区,广州资源投资集团有限公司,民营公司,500-1000人,环保,08-15
西餐厨师,4.5-6千/月,成都-锦江区,醒食餐饮管理成都有限责任公司,民营公司,少于50人,餐饮业,08-15
厨师助理,4.5-6千/月,宁波-鄞州区,安徽梦浪户外用品有限公司,民营公司,50-150人,娱乐/休闲/体育,08-15
厨师,5-5.5千/月,湖州-德清县,杭州伯凡企业管理咨询有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-14
西厨房厨师/组长,4.5-6.5千/月,上海-杨浦区,上海浩荣酒店管理有限公司,民营公司,150-500人,酒店/旅游,08-14
厨师(贵州茅台国礼酒业深圳办事处),6-8千/月,深圳-龙华区,深圳天下宴商贸有限公司,民营公司,150-500人,批发/零售,08-14
中餐厨师,6-8千/月,上海-闵行区,上海黔香阁餐饮有限公司,民营公司,500-1000人,餐饮业,08-14
厨师,4.5-6千/月,广州,广州黄埔万达广场商业管理有限公司,民营公司,150-500人,物业管理/商业中心,08-14
大锅菜厨师,5-6.5千/月,东莞-南城区,广东共好膳食管理有限公司,民营公司,500-1000人,餐饮业,08-14
湘菜厨师/帮厨,3.5-7千/月,东莞-黄江镇,广东冠宏电力科技有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-14
急聘厨师,6-8千/月,西安-雁塔区,陕西贶源实业集团有限公司,民营公司,150-500人,交通/运输/物流,08-14
东湖风景区会所招聘炒锅炉子厨师,6-7千/月,武汉-洪山区,武汉兰心惠质餐饮有限公司,民营公司,50-150人,餐饮业,08-14
厨师,4.5-6千/月,荆门,湖北九曜物流股份有限公司,民营公司,50-150人,交通/运输/物流,08-14
国际船舶厨师,0.8-1.2万/月,南通,江苏威龙船务集团有限公司,合资,50-150人,交通/运输/物流,08-14
厨师/星级厨工（高端日料）,6-8千/月,上海,上海王鼎餐饮有限公司,民营公司,500-1000人,餐饮业,08-14
厨师,5-7千/月,上海-奉贤区,允发化工（上海）有限公司,合资,150-500人,石油/化工/矿产/地质,08-14
厨师长,5-6千/月,广州-增城区,广州脉琪体育用品有限公司,民营公司,500-1000人,服装/纺织/皮革,08-14
咖啡师/西式简餐厨师,6-8千/月,上海-浦东新区,上海莲荷餐饮管理有限公司,民营公司,少于50人,餐饮业,08-14
工厂厨师/厨工均薪6千以上,5.8-6.5千/月,广州-白云区,广州市尔麋芝企业管理有限公司,民营公司,50-150人,通信/电信/网络设备,08-14
中西餐厨师,3-4.8千/月,武汉-洪山区,武汉金盛远达企业管理咨询有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-14
素食厨师,5-7千/月,无锡-梁溪区,南京一念七宝文化发展有限公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-14
厨师***驾驶员,6-8千/月,南京-栖霞区,南京金梧桐景观工程有限公司,民营公司,50-150人,建筑/建材/工程,08-14
包吃住/厨师长,6-8千/月,武汉-江夏区,武汉智馋科技有限公司,民营公司,少于50人,互联网/电子商务,08-14
厨师长,1-1.5万/月,湖州,天能电池集团股份有限公司,民营公司,10000人以上,新能源,08-14
厨师（卓乐第二幼儿园）,4.5-6千/月,深圳-龙华区,深圳市诚恩教育发展有限公司,民营公司,150-500人,教育/培训/院校,08-14
急招食堂厨师+8小时工作,6-7千/月,上海-闵行区,广东云鲜生超市有限公司,民营公司,500-1000人,批发/零售,08-14
厨师,4.5-6千/月,襄阳-襄州区,襄阳市朝洪医院有限公司,民营公司,50-150人,医疗/护理/卫生,08-14
厨师,1.5-2万/月,昆明-盘龙区,云南丽宸商务信息咨询有限公司,创业公司,少于50人,专业服务(咨询、人力资源、财会),08-14
食堂厨师包吃住及社保,4.5-6千/月,武汉-东西湖区,武汉航鑫电子科技有限公司,民营公司,150-500人,航天/航空,08-14
酒店厨师,5-7千/月,佛山-禅城区,佛山市欧陶无机材料有限公司,民营公司,150-500人,石油/化工/矿产/地质,08-14
厨师,4.5-6千/月,沈阳-和平区,沈阳艾米数字电影院线有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-14
厨师,4.5-6千/月,重庆,长葛沃凯德食品配料有限公司,民营公司,少于50人,快速消费品(食品、饮料、化妆品),08-14
(包吃住)西餐厅厨师,5-7千/月,上海-黄浦区,上海璟昇人力资源有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-14
厨师长,1-1.5万/月,南京-建邺区,鑫信健康生活服务南京有限公司,民营公司,50-150人,生活服务,08-14
厨师,0.7-1万/月,常州,江苏宏亿钢管有限公司,民营公司,500-1000人,汽车零配件,08-14
大型文旅项目中餐厅高级厨师,1-1.5万/月,成都-高新区,资阳云耀置业有限公司,民营公司,150-500人,房地产,08-14
西餐热菜厨师,3.5-4.5千/月,杭州-滨江区,华数（杭州）后勤服务有限公司,国企,50-150人,物业管理/商业中心,08-14
厨师,1-1.5万/月,宁波-鄞州区,上海森宇文化传媒股份有限公司,上市公司,150-500人,影视/媒体/艺术/文化传播,08-14
北京工地食堂招厨师及杂工,5.5-6千/月,北京-海淀区,广州方航企业管理有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-14
厨师,5.5-6.5千/月,常德,正大畜牧（石门）有限公司,民营公司,,农/林/牧/渔,08-14
食堂厨师,3.5-4千/月,武汉-江夏区,武汉通欣电气有限公司,民营公司,50-150人,电气/电力/水利,08-14
食堂厨师,4.5-6千/月,武汉-汉阳区,湖北中兵卫保安服务有限公司,民营公司,150-500人,多元化业务集团公司,08-14
员工餐厅厨师,3-4.5千/月,武汉-武汉经济开发区,武汉车都大酒店管理有限公司,民营公司,50-150人,酒店/旅游,08-14
食堂厨师（经开区）,3.8-5千/月,南宁-青秀区,南宁市黑潮餐饮管理咨询有限责任公司,民营公司,150-500人,餐饮业,08-14
厨师（南城店）,4.5-6千/月,东莞-南城区,东莞市爱颂餐饮娱乐管理有限公司,民营公司,150-500人,娱乐/休闲/体育,08-14
快餐店厨师长,0.8-1.2万/月,温州,温州路之遥奥特莱斯商业广场有限公司,民营公司,500-1000人,房地产,08-14
厨师,4-6千/月,苏州-高新区,邦辰环保科技（苏州）有限公司,民营公司,500-1000人,家具/家电/玩具/礼品,08-14
食堂厨师,5-5.5千/月,佛山,广东科立工业技术股份有限公司,民营公司,50-150人,机械/设备/重工,08-14
上餐师/厨师,6-8千/月,广州-白云区,广州雷军兄弟健康研究有限公司,民营公司,50-150人,餐饮业,08-14
酒店员工餐厨师（包食宿）,6-8千/月,北京-海淀区,北京南方红日装饰装潢有限责任公司,民营公司,50-150人,建筑/建材/工程,08-14
西餐厨师,4-5千/月,长沙-开福区,湖南卓彤教育管理有限公司,创业公司,50-150人,教育/培训/院校,08-14
总厨/厨师长,0.8-1万/月,上海-嘉定区,上海嵩泰护理院有限公司,民营公司,150-500人,医疗/护理/卫生,08-14
厨师,5-6千/月,大连-甘井子区,大连枫叶职业技术学院,民营公司,150-500人,教育/培训/院校,08-14
厨师或帮厨,3-4.5千/月,西安-雁塔区,西安神电电器有限公司,民营公司,150-500人,电气/电力/水利,08-14
员工饭堂厨师,4.5-6千/月,广州-南沙区,广州尚好菜食品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-14
厨师,4.5-6千/月,南宁,广西卓能新能源科技有限公司,民营公司,1000-5000人,新能源,08-14
厨师（3-4.5K),3-4.5千/月,西安-经济技术开发区,西安佳美华医疗美容门诊部有限公司,民营公司,50-150人,美容/保健,08-14
中餐厨师长,0.8-1万/月,昆山,昆山拜仁餐饮有限公司,合资,少于50人,餐饮业,08-14
员工餐厨师,3.2-3.6千/月,武汉-洪山区,百尚购物中心,民营公司,150-500人,批发/零售,08-15
厨师,6-8千/月,深圳-龙华区,广东智信信息科技股份有限公司,上市公司,50-150人,计算机软件,08-14
高端西餐厅-西餐厨师,4.5-6千/月,上海-静安区,上海必胜客有限公司,外资（欧美）,10000人以上,餐饮业,08-14
西餐厨师,6-8千/月,河源,河源市三木年华餐饮管理有限公司,创业公司,少于50人,餐饮业,08-14
厨师,3-4.5千/月,广州-番禺区,广东奥园商业地产集团有限公司,上市公司,1000-5000人,房地产,08-14
厨师长,0.8-1万/月,成都-锦江区,成都蜀大侠餐饮管理有限公司,民营公司,1000-5000人,餐饮业,08-14
厨师,4.5-6千/月,昆明,云南鑫豪农业科技有限公司,民营公司,150-500人,房地产,08-14
厨师,3-4.5千/月,太仓,苏州菱通电子有限公司,外资（欧美）,150-500人,电子技术/半导体/集成电路,08-14
中餐厨师,4.5-6千/月,广州-黄埔区,广州外来之家企业管理服务有限公司,民营公司,5000-10000人,专业服务(咨询、人力资源、财会),08-14
高薪诚聘厨师长,6-8千/月,上海-浦东新区,华康健康产业集团股份有限公司,民营公司,150-500人,医疗/护理/卫生,08-14
厨师,4-5千/月,上海-普陀区,上海桥智职业培训中心,民营公司,少于50人,教育/培训/院校,08-14
食堂厨师,4.5-6千/月,镇江,句容宁武新材料股份有限公司,合资,150-500人,石油/化工/矿产/地质,08-14
住家厨师,5-8千/月,东莞-南城区,鸿成世纪（东莞）信息科技有限公司,民营公司,50-150人,房地产,08-14
厨师/主厨,4.5-7千/月,长沙,长沙瑞楚精密机械有限公司,民营公司,150-500人,汽车零配件,08-14
食堂厨师,4.5-6千/月,昆明-五华区,昆明中伯中医医院有限公司,民营公司,150-500人,医疗/护理/卫生,08-14
海底捞厨师5200起包吃住,5.2-8千/月,广州-海珠区,简阳市海捞餐饮管理有限公司南昌第五分公司,上市公司,10000人以上,餐饮业,08-14
厨师,3-6千/月,大连-中山区,福立方（大连）游乐场有限公司,创业公司,150-500人,娱乐/休闲/体育,08-14
厨师长,0.8-1万/月,杭州-钱塘区,杭州腾隆缘餐饮管理有限公司,民营公司,,计算机软件,08-14
厨师,4.5-5.5千/月,合肥,合肥娃哈哈饮料有限公司,合资,150-500人,快速消费品(食品、饮料、化妆品),08-14
厨师,5.5-6.5千/月,东莞-虎门镇,东莞市合中川电子科技有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-14
厨师（台州分公司）,4-5.5千/月,台州-临海市,广东溢丰环保集团股份有限公司,民营公司,1000-5000人,环保,08-14
厨师长,0.8-1万/月,上海-闵行区,上海梦马餐饮服务有限公司,民营公司,少于50人,餐饮业,08-14
厨师,6-8千/月,东莞-黄江镇,东莞领益精密制造科技有限公司,上市公司,10000人以上,原材料和加工,08-14
厨师,5.5-6.5千/月,佛山,广东图特家居科技股份有限公司,民营公司,1000-5000人,家具/家电/玩具/礼品,08-14
希尔顿欢朋酒店—西餐厨师,4.5-5.2千/月,珠海-香洲区,珠海诚丰集团有限公司,民营公司,500-1000人,房地产,08-14
燕窝厨师（带教）,0.8-1万/月,深圳-龙岗区,燕玺（深圳）生物科技有限公司,民营公司,少于50人,多元化业务集团公司,08-14
红案白案厨师,6-8千/月,武汉-江岸区,武汉陶然卤味坊食品有限公司,民营公司,少于50人,酒店/旅游,08-14
厨师,6-8千/月,日喀则,西藏明德建设工程质量检测有限公司,民营公司,50-150人,建筑/建材/工程,08-14
行政总厨/厨师长,1-1.5万/月,武汉-江汉区,武汉厚健投资有限公司,民营公司,1000-5000人,多元化业务集团公司,08-14
誉公馆厨师炉子,7-8千/月,武汉-江汉区,武汉公馆娱乐有限公司,民营公司,500-1000人,娱乐/休闲/体育,08-14
厨师（湘菜）,3-6千/月,清远,诚展（清远）鞋业有限公司,外资（非欧美）,1000-5000人,服装/纺织/皮革,08-14
高薪诚聘厨师助理,4.5-6千/月,深圳-盐田区,新九（广州）网络科技有限公司,民营公司,,批发/零售,08-14
宵夜厨师,4.5-6千/月,江门,广东希杰大昌冷冻食品有限公司,外资（非欧美）,150-500人,快速消费品(食品、饮料、化妆品),08-14
厨师,4.5-6千/月,安庆,安徽富印新材料有限公司,民营公司,150-500人,原材料和加工,08-14
中餐厨师,0.8-1万/月,郑州-管城回族区,郑州市钻石精密制造有限公司,民营公司,150-500人,机械/设备/重工,08-14
南湖悦活里诚聘厨师高薪买社保,5-7千/月,武汉-洪山区,悦活里,民营公司,1000-5000人,批发/零售,08-14
登封厨师（包吃包住）,7-8千/月,深圳-龙华区,新九（广州）网络科技有限公司,民营公司,少于50人,计算机软件,08-14
厨师,5-7千/月,徐州-泉山区,江苏九州通医药有限公司,上市公司,500-1000人,批发/零售,08-14
厨师,4.5-6千/月,苏州-工业园区,苏州中金江海建设有限公司,民营公司,150-500人,建筑/建材/工程,08-14
食堂厨师,2-3千/月,沈阳-大东区,沈阳诚佳和信机械制造有限公司,民营公司,少于50人,机械/设备/重工,08-14
c厨师,4.5-6千/月,天津-东丽区,唐钢华冶（天津）钢材营销有限公司,国企,150-500人,原材料和加工,08-14
厨师长,0.8-1万/月,长沙,万鑫精工（湖南）股份有限公司,民营公司,500-1000人,机械/设备/重工,08-14
诚聘日韩料理厨师长一名,0.8-1万/月,南京-秦淮区,南京韩福福餐饮管理有限公司,民营公司,150-500人,餐饮业,08-14
川菜厨师（梦明厨房）,6-8千/月,成都-青羊区,成都梦明湖馆文化传播有限公司,民营公司,50-150人,影视/媒体/艺术/文化传播,08-14
员工餐厨师（主厨）,3-4.5千/月,大连-金州区,大连华盈服装有限公司,民营公司,500-1000人,服装/纺织/皮革,08-14
火锅厨师长,0.7-1万/月,深圳-福田区,臻食味（深圳）餐饮管理有限公司,民营公司,,计算机软件,08-14
食堂厨师,0.8-1万/月,西安-鄠邑区,陕西天顺成铝模新技术有限公司,民营公司,1000-5000人,建筑/建材/工程,08-14
厨师,5.5-6千/月,东莞-虎门镇,东莞市意丰精密电子有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-14
高管餐厅厨师,3-4.5千/月,东莞-高埗镇,东莞市东田厨具设备有限公司,民营公司,50-150人,机械/设备/重工,08-14
厨师长/厨师,0.5-1万/月,深圳-南山区,深圳市美味通餐饮管理有限公司,民营公司,150-500人,餐饮业,08-14
厨师长,5-7千/月,揭阳,揭阳市素质教育基地,民营公司,50-150人,教育/培训/院校,08-14
上海perrys直招厨师(包食宿),4.5-6千/月,上海-普陀区,广州派瑞餐饮管理有限公司,民营公司,500-1000人,餐饮业,08-14
厨师包吃包住,6-6.5千/月,深圳-龙华区,深圳创视智能视觉技术股份有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-14
厨师,4.5-6千/月,肇庆,肇庆绿宝石电子科技股份有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-14
食堂厨师,4.5-6千/月,南昌-红谷滩新区,江西省天同健康产业发展集团有限公司,民营公司,1000-5000人,医疗/护理/卫生,08-14
厨师（川、湘菜）,0.5-1万/月,荆门,湖北新美香食品有限公司,外资（非欧美）,500-1000人,快速消费品(食品、饮料、化妆品),08-14
食堂厨师长,0.7-1万/月,深圳-龙华区,深圳市数码龙电子有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-14
