职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
彭州英语老师,4.5-6千/月,成都-彭州市,彭州市阳光飞扬文化教育培训学校有限责任公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.6-1万/月,嘉兴,爱贝国际少儿英语嘉善银泰中心,合资,少于50人,教育/培训/院校,08-14
幼儿园英语老师,3.5-6千/月,广州-白云区,英才教育投资（广州）有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,0.5-1万/月,孝感,瑞思学科英语孝感东城中心,民营公司,少于50人,教育/培训/院校,08-14
小初高英语教师（无责任底薪+六险一金）(J19224),5-8千/月,扬州,扬州学大教育培训中心,非营利组织,50-150人,教育/培训/院校,08-14
少儿英语老师,5-8千/月,东莞-清溪镇,东莞市川越文化传播有限公司,民营公司,150-500人,教育/培训/院校,08-14
全职英语老师,6-8千/月,南宁-青秀区,南宁伟宙教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
小学英语教研老师,5-7千/月,武汉,武汉全品教育科技有限公司,民营公司,150-500人,互联网/电子商务,08-14
急聘英语老师（通程广场）,0.5-1万/月,长沙-长沙县,长沙县楚思优能教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师,0.6-1万/月,陕西省,咸阳渭城旭东辅导学校,民营公司,150-500人,教育/培训/院校,08-14
教师（数学/语文/英语）,0.9-1.2万/月,上海-徐汇区,济南好前程信息咨询服务有限公司,民营公司,50-150人,互联网/电子商务,08-14
英语中教老师（周一周二双休）,6-8千/月,宁波-鄞州区,新诺国际少儿英语（明州里校区）,民营公司,1000-5000人,教育/培训/院校,08-14
英语老师,0.6-1万/月,上海-黄浦区,上海赢熠文化传播有限公司,创业公司,少于50人,教育/培训/院校,08-14
小初高英语教师,20-40万/年,南京-鼓楼区,南京海豚教育咨询有限公司,民营公司,500-1000人,教育/培训/院校,08-14
小学英语老师,6-8千/月,成都-郫都区,成都优名教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师（红杉树星子校区）,6-8千/月,九江,九江市浔阳区红杉树教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语教师,4.5-6千/月,蚌埠,蚌埠经济开发区爱贝培训学校有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-14
公立中学诚聘英语老师,4-5千/月,青岛-市南区,青岛国合知识产权服务有限公司,民营公司,少于50人,外包服务,08-14
高中英语老师,1.2-1.5万/月,佛山-南海区,维港教育发展咨询（广州）有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,1-1.5万/月,深圳-福田区,深圳市学知义文化传播有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师-重庆德普外国语学校,1-1.5万/月,重庆,重庆市渝中区归国华侨联合会,政府机关,50-150人,政府/公共事业,08-14
考研教师培训讲师-英语（五险一金）,0.8-1.2万/月,南京-玄武区,南京欣途教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
初中英语老师,4.5-6千/月,苏州-吴中区,苏州赋学教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
高薪急聘英语老师,4.5-6千/月,青岛-即墨区,青岛上清渊教育培训有限公司,合资,50-150人,教育/培训/院校,08-14
五险一金年终奖双休英语老师,0.6-1万/月,淮安,淮安易贝教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
幼儿英语教师,4-7千/月,常德,杭州因爱网络科技有限公司,民营公司,50-150人,互联网/电子商务,08-14
少儿英语老师,4-8千/月,西安-长安区,陕西学好培优教育科技有限公司,民营公司,,教育/培训/院校,08-14
少儿英语老师5K+五险+节假日休,6-8千/月,武汉-洪山区,优瑞英语,合资,50-150人,教育/培训/院校,08-14
英语老师,6-8千/月,南昌-红谷滩新区,南昌市红谷滩新区慧思培训学校有限公司,合资,50-150人,教育/培训/院校,08-14
幼儿园英语老师,5-8千/月,广州-荔湾区,广州一路书香文化教育投资发展有限公司,民营公司,50-150人,教育/培训/院校,08-14
中学英语老师,0.6-1.5万/月,昆明-五华区,昆明五华天添英语培训学校,民营公司,150-500人,教育/培训/院校,08-14
中小学英语老师,0.6-1.2万/月,上海-杨浦区,上海梦之园文化传播有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,6-8千/月,天津-滨海新区,天津学而乐英语培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师,4-8千/月,昆山,昆山明知英语培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师/英语助教,0.8-1.6万/月,上海-徐汇区,上海众凯教育信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语助教老师,3-6千/月,重庆-沙坪坝区,重庆睿翼教育信息咨询服务有限责任公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师(双休，五险一金，提供吃住,0.5-1.2万/月,昆山,昆山市玉山镇斯匹克语言培训中心,民营公司,500-1000人,教育/培训/院校,08-14
初小数学/英语/语文学科老师,0.6-1.1万/月,马鞍山,马鞍山市极智教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
Primary EAL Teacher - 小学英语老师,1.5-2万/月,深圳,深圳诺德安达双语学校,外资（欧美）,150-500人,教育/培训/院校,08-14
中学英语老师,1-1.5万/月,宁波-奉化区,诺德安达双语学校（宁波）,外资（欧美）,150-500人,教育/培训/院校,08-14
英语助教老师,5-7千/月,深圳-福田区,深圳市福田区新世纪教育培训中心,民营公司,少于50人,教育/培训/院校,08-14
新航道考研英语老师,0.8-1.5万/月,武汉-洪山区,武汉新航道学校优加青少英语,民营公司,1000-5000人,教育/培训/院校,08-14
英语教师,0.6-1万/月,青岛-市北区,青岛中联明德教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师(托马斯),0.8-1万/月,武汉-东西湖区,武汉市东西湖区优思学培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
剑桥基础英语老师,6-9千/月,佛山-南海区,广东世纪桥国际教育文化交流有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师/英语教师/外语教师,5-8千/月,青岛-市北区,私立青岛托马斯外语培训学校,民营公司,少于50人,教育/培训/院校,08-14
英语老师,0.8-1.2万/月,温州,温州鹿城区瑞思新城培训学校有限公司,合资,50-150人,教育/培训/院校,08-14
少儿英语老师（新概念）,4.5-6千/月,嘉兴-南湖区,嘉兴精思课外辅导有限公司,合资,,教育/培训/院校,08-14
英语老师,4.5-7.5千/月,重庆-江北区,重庆萝卜豆教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,5-8千/月,南宁-江南区,南宁市能优教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
高中英语教师,4-8千/月,湘潭,湖南湘视天下文化传媒有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师-龙湖滨江校区,4-8千/月,成都-成华区,EF 英孚教育,外资（欧美）,150-500人,教育/培训/院校,08-14
初高中英语老师,0.5-1万/月,广州-番禺区,广州市番禺区常成教育培训中心有限公司,民营公司,,教育/培训/院校,08-14
中学部英语教师,6-8千/月,无锡,无锡市协和双语国际学校,民营公司,500-1000人,教育/培训/院校,08-14
早教英语老师（水贝地铁/通新岭/双休）,0.8-1.1万/月,深圳-罗湖区,深圳市七田真信息咨询有限公司,民营公司,1000-5000人,教育/培训/院校,08-14
小学初中英语老师,3-4.5千/月,黄石,大冶市金鼎电子科技有限责任公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-14
幼教英语老师,3-5千/月,西安-高新技术产业开发区,西安广裕宝企业管理有限责任公司,民营公司,500-1000人,专业服务(咨询、人力资源、财会),08-14
英语老师（工作地点：惠州惠城区）,0.6-1万/月,惠州,易贝乐少儿英语（惠州东平吉之岛校区）,民营公司,50-150人,教育/培训/院校,08-14
幼儿英语老师,3-4.5千/月,西安-未央区,陕西大田稚教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,0.8-1.2万/月,常熟,常熟市七颗星英语培训中心,民营公司,少于50人,教育/培训/院校,08-14
初高中英语老师（珠江路地铁口）,1-1.5万/月,南京-鼓楼区,南京精至课外教育培训中心有限公司,上市公司,10000人以上,教育/培训/院校,08-14
初中英语老师,0.6-1万/月,绵阳-涪城区,绵阳市涪城区东辰培训学校,民营公司,150-500人,教育/培训/院校,08-14
考研英语老师,200元/天,武汉-洪山区,武汉谦而学教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
月薪5k英语老师,4.5-6千/月,广州-天河区,道格集团,民营公司,150-500人,互联网/电子商务,08-14
少儿英语老师,0.9-1.4万/月,深圳-坪山区,深圳市悦熙教育科技有限公司,民营公司,500-1000人,教育/培训/院校,08-14
STEM英语老师,1-1.5万/月,武汉-武昌区,武汉盛月如歆教育咨询有限责任公司,民营公司,少于50人,教育/培训/院校,08-14
小学英语老师,3.5-5千/月,无锡-梁溪区,无锡品课文化创意有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师,0.5-1万/月,常州-武进区,常州朗阁外语培训中心,民营公司,50-150人,教育/培训/院校,08-14
英语/老师/幼儿（双休+五险）,6-10万/年,绍兴,绍兴市越城区睿和培训学校,民营公司,少于50人,教育/培训/院校,08-14
英语老师,0.3-1万/月,娄底,长沙学通华特教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学英语教师（金鼎校区）,5-8千/月,珠海-珠海高新区,珠海高新区子云教育培训中心有限公司,合资,少于50人,教育/培训/院校,08-14
英语家教老师,3-4.5千/月,北京-丰台区,北京中科久安科技有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-14
在线英语老师,6-8千/月,合肥-庐阳区,北京天学网教育科技股份有限公司合肥分公司,民营公司,500-1000人,互联网/电子商务,08-14
考研英语老师,0.5-1万/月,郑州-二七区,河南磊硕教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学英语老师,0.8-1.3万/月,广州-白云区,CTP美华少儿英语,民营公司,50-150人,教育/培训/院校,08-14
***英语老师,4.5-6千/月,常州-武进区,常州市武进区暨阳教育培训中心,民营公司,50-150人,教育/培训/院校,08-14
小学初中英语老师（罗店校区）,0.8-1万/月,上海-宝山区,上海赛宁培训学校,民营公司,150-500人,教育/培训/院校,08-14
无责6k/高薪直聘数学/语文/英语老师/可在家教学,1-1.5万/月,成都-武侯区,成都市才联信息技术有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-14
英语老师（苏州）,0.5-1万/月,苏州-工业园区,苏州工业园区金石爱课培训中心有限公司,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师,0.8-1万/月,常熟,常熟市芒果星教育培训中心有限公司,创业公司,50-150人,教育/培训/院校,08-14
初高中英语老师 五险一金,0.5-1万/月,沈阳-和平区,时代新梦想教育,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.5-1万/月,成都-青羊区,爱贝国际少儿英语金沙校区,民营公司,50-150人,教育/培训/院校,08-14
青少英语老师,0.6-1万/月,重庆-渝中区,重庆市渝中区瑞普思英语培训中心有限公司,外资（欧美）,少于50人,教育/培训/院校,08-14
英语老师,0.6-1.5万/月,苏州-工业园区,七彩星球英语,民营公司,150-500人,教育/培训/院校,08-14
英语教师,4.5-6千/月,昆明,云南新华计算机中等专业学校,民营公司,150-500人,教育/培训/院校,08-14
英语教师（呈贡校区）+五险一金+带薪年假,5-8千/月,昆明-呈贡区,能动英语昆明校区,民营公司,150-500人,教育/培训/院校,08-14
新概念英语老师,6-8千/月,青岛-市南区,青岛环球雅思外语培训学校,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师,4.5-6千/月,昆山,昆山环球雅思语言培训中心,上市公司,50-150人,教育/培训/院校,08-14
少儿英语老师,2-3千/月,哈尔滨-南岗区,哈尔滨市南岗区今日文化培训学校,民营公司,少于50人,教育/培训/院校,08-14
英语老师（罗村）,0.6-1.2万/月,佛山-南海区,佛山市南海流利文化传播有限公司,民营公司,500-1000人,教育/培训/院校,08-14
小学英语老师,0.6-1.2万/月,深圳-龙岗区,深圳市学思锐文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-14
高中英语老师,1.5-2万/月,杭州,浙江秦学文化艺术发展有限公司,民营公司,1000-5000人,教育/培训/院校,08-14
英语老师,4.5-9千/月,昆明-五华区,云南诺浦职业技能培训学校有限公司,民营公司,少于50人,生活服务,08-14
英语老师,1-1.5万/月,深圳-福田区,深圳学优教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,4.5-6千/月,郑州-二七区,郑州市财贸学校,事业单位,1000-5000人,教育/培训/院校,08-14
周末专职语文/数学/英语老师,100元/小时,广州-越秀区,广州市越秀区李阳教育培训中心,民营公司,150-500人,教育/培训/院校,08-14
英语老师,6-8千/月,东莞-南城区,东莞市哈哈妈文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-14
高薪聘请英语老师,6-8万/年,张家港,张家港爱贝儿文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师,4-8千/月,广安,岳池县袋鼠教育咨询有限责任公司,民营公司,少于50人,教育/培训/院校,08-14
初中英语老师,15-30万/年,苏州-吴中区,苏州外国语学校,外资（欧美）,150-500人,教育/培训/院校,08-14
小初英语教师,6-8千/月,广州-番禺区,广州艾雯思教育信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
急聘幼儿园英语老师双休,4.5-6千/月,东莞-东城区,广东文谦教育投资集团有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,4.5-6千/月,西安-莲湖区,杭州海亮学前教育集团有限公司,民营公司,500-1000人,教育/培训/院校,08-14
K12 英语老师,6-8千/月,上海-松江区,爱贝国际少儿英语,民营公司,150-500人,教育/培训/院校,08-14
全职英语老师/出国考试培训,0.8-1万/月,上海-静安区,加比达斯（上海）咨询服务有限公司,外资（欧美）,50-150人,教育/培训/院校,08-14
少儿英语老师,6-8千/月,成都-武侯区,成都市武侯区硕艾贝教育培训学校有限公司,合资,少于50人,教育/培训/院校,08-14
英语老师 建湖急招,4-8千/月,盐城,盐城市新世纪环球教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.8-1.6万/月,深圳-宝安区,深圳市沐思教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语教师,0.8-1.6万/月,深圳-宝安区,深圳市星成长希望教育发展有限公司,民营公司,50-150人,教育/培训/院校,08-14
五险高薪语文数学英语教师,0.8-1万/月,衡阳,衡阳高新技术产业开发区柏拉图培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
初中英语教师（汉中门）,1-1.5万/月,南京-鼓楼区,巨石教育集团,民营公司,500-1000人,教育/培训/院校,08-14
初高中英语教师（肥西）,0.4-1.2万/月,合肥-肥西县,合肥励掘教育咨询有限公司,民营公司,,教育/培训/院校,08-14
中学英语老师/班主任(竹料一中）,3-4.5千/月,广州-白云区,广州市白云住房租赁发展投资有限公司,国企,少于50人,房地产,08-14
英语老师,4.5-6千/月,广州,广州市铃木教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.5-1万/月,青岛-黄岛区,青岛金乐贝科教服务有限公司,民营公司,50-150人,教育/培训/院校,08-14
大学英语老师/英语讲师（全职）,6-8千/月,武汉-洪山区,湖北考尚教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师 双休,5-9千/月,南昌-新建区,南昌市西湖区二十一世纪吉的堡英语培训学校,非营利组织,150-500人,教育/培训/院校,08-14
初高中英语老师,0.7-1.4万/月,广州-番禺区,广州敦学教育咨询有限责任公司,民营公司,50-150人,教育/培训/院校,08-14
高中英语老师,0.5-1万/月,扬州-邗江区,扬州大成教育培训中心有限公司,民营公司,500-1000人,教育/培训/院校,08-14
急聘***英语老师,0.6-1.5万/月,上海-闵行区,都英教育马桥校区,民营公司,50-150人,教育/培训/院校,08-14
英语老师,4-8千/月,湛江,鼎能集团,民营公司,150-500人,房地产,08-14
少儿英语老师,6-8千/月,广州-花都区,广州市花都区山姆大叔少儿教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师,4-8千/月,合肥-蜀山区,合肥自勉教育咨询有限公司,创业公司,50-150人,教育/培训/院校,08-14
幼儿英语老师,0.4-1万/月,苏州,昆山悦巴蒂文化艺术培训有限公司,创业公司,少于50人,教育/培训/院校,08-14
英语老师,4.5-6千/月,宁波-鄞州区,宁波国际文武学校,民营公司,500-1000人,教育/培训/院校,08-14
高级英语教师,0.6-1万/月,惠州,惠州市优尼贝特教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
全职幼教英语老师,4.5-6千/月,武汉-江岸区,武汉市江岸区文博伟才幼儿园,民营公司,少于50人,教育/培训/院校,08-14
英语教师(五险一金),5-8千/月,广州-越秀区,广州市艾米教育信息咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师组长,0.8-1.5万/月,深圳-坪山区,深圳市鼎丰瑞德教育文化有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语教师（应届生）,3-5千/月,沈阳,世博教育集团,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师（集团公司+双休+就近分配办公校区）,6-8千/月,武汉-汉阳区,深圳市现代教育科技文化有限公司湖北分公司,合资,500-1000人,教育/培训/院校,08-14
诚聘小学英语老师,4.5-6千/月,成都-龙泉驿区,圣善教育咨询成都有限责任公司,民营公司,50-150人,教育/培训/院校,08-14
个性化英语教师,6-9千/月,杭州-上城区,杭州世纪晓教育培训学校有限公司,民营公司,10000人以上,教育/培训/院校,08-14
少儿英语老师（五险一金+双休+福利优厚+晋升空间大）,0.6-1.2万/月,宁波-鄞州区,宁波杰瑞思教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师（ 临三台子地铁口）,4-7千/月,沈阳-皇姑区,爱贝国际少儿英语万科紫台分中心,民营公司,500-1000人,教育/培训/院校,08-14
班主任老师（小学英语）,4.5-6千/月,武汉-江岸区,优瑞英语百步亭校区,民营公司,150-500人,教育/培训/院校,08-14
英语老师,0.5-1万/月,徐州,北京威尔士国际教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
葡萄籽英语老师（南屏校区）,1-1.5万/月,珠海-香洲区,珠海瑞晨教育发展有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师+包吃住+双休,4-6千/月,成都-成华区,成都格瑞思企业管理有限责任公司,民营公司,500-1000人,教育/培训/院校,08-14
英语老师,0.4-1万/月,宁波-北仑区,宁波北仑学而培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
玉山路校区英语老师,0.8-1万/月,苏州-高新区,苏州市姑苏区海嘉豚教育培训中心有限公司,民营公司,500-1000人,教育/培训/院校,08-14
少儿英语老师（宁波慈溪）,6-8千/月,宁波-慈溪市,爱贝英语,外资（欧美）,500-1000人,教育/培训/院校,08-14
少儿英语老师（长沙雨花天街中心 ）,0.6-1万/月,长沙-雨花区,爱贝迪（加盟）,民营公司,500-1000人,教育/培训/院校,08-14
英语老师（Winabc洛阳嵩县中心）,6-8千/月,洛阳-嵩县,赢在未来（上海）教育科技有限公司,合资,500-1000人,教育/培训/院校,08-14
招聘优秀英语老师,6-8千/月,张家口,泓盛泰企业管理,民营公司,500-1000人,互联网/电子商务,08-14
英语老师（宝山正大乐城校区）,0.8-1万/月,上海-宝山区,爱贝英语（直营中心）,合资,500-1000人,教育/培训/院校,08-14
初高中英语老师,6-8千/月,南阳,励学国际,民营公司,5000-10000人,教育/培训/院校,08-14
少儿英语老师（御桥万科中心）,1-1.5万/月,上海-浦东新区,上海英闪教育科技有限公司,合资,50-150人,教育/培训/院校,08-14
英语老师,0.8-1万/月,常州-钟楼区,常州金坛学思堂教育,民营公司,10000人以上,教育/培训/院校,08-14
少儿英语老师 / 少儿英语教师,6-8千/月,无锡-江阴市,江阴迪维科培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
初高中英语老师,0.6-1.2万/月,成都-成华区,成都市金牛区戴氏星怡培训学校有限公司,民营公司,1000-5000人,教育/培训/院校,08-14
少儿英语教师（五象万象汇）,0.5-1万/月,南宁-良庆区,金宝贝国际早教中心,民营公司,150-500人,教育/培训/院校,08-14
英语老师（幼少儿）,0.8-1万/月,西安-莲湖区,西安莲湖凯瑞教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学/初中英语老师,6-8千/月,徐州-泉山区,徐州生本教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
中高级少儿英语老师-茂宸广场校区,6-8千/月,重庆-渝北区,非凡英语学习中心,创业公司,少于50人,教育/培训/院校,08-15
英语老师,3-4.5千/月,楚雄,楚雄半山国际蓝天幼稚园,民营公司,50-150人,教育/培训/院校,08-14
小学英语/数学老师,10-15万/年,淮安,淮安国际人语言培训中心,民营公司,50-150人,教育/培训/院校,08-14
急小初英语老师,5-8千/月,广州,广州市番禺区壹考教育培训中心,非营利组织,50-150人,教育/培训/院校,08-14
初高中英语教师,0.5-1万/月,合肥-蜀山区,合肥市心光培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
青少儿英语教师,4-9千/月,重庆-江北区,北京欧桥教育咨询有限公司,外资（欧美）,50-150人,教育/培训/院校,08-14
全职英语老师,0.8-1万/月,深圳-龙岗区,深圳市明辰教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,3-4.3千/月,武汉-东湖新技术产业开发区,武汉市江岸区加州幼儿园,民营公司,500-1000人,教育/培训/院校,08-14
高级英语老师,0.5-1.2万/月,东莞,东莞市信鸿实业发展有限公司,民营公司,10000人以上,多元化业务集团公司,08-14
考研英语老师/讲师,1-1.5万/月,南京-栖霞区,江苏新文道教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.6-1.2万/月,佛山,广州市金穗社区少年宫,民营公司,150-500人,教育/培训/院校,08-14
英语老师,0.8-1万/月,深圳-宝安区,深圳市爱比丽艺术文化教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,4-8千/月,佛山-南海区,佛山市佳绩教育信息咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
瑞思英语少儿英语老师（柯桥）,6-8千/月,绍兴,瑞思英语绍兴中心,民营公司,50-150人,教育/培训/院校,08-14
高中英语老师,0.5-1.5万/月,合肥-包河区,合肥壹加分培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
五险一金+高薪中小学英语教师,0.8-1.8万/月,广州-增城区,广州红格教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师（高新区）,6-8千/月,西安-新城区,吉的堡教育集团,合资,1000-5000人,教育/培训/院校,08-14
英语老师,4-8千/月,梧州,梧州市长洲区智慧教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语辩论教练/老师,14-28万/年,成都-武侯区,成都市武侯区说匠教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学语文、数学、英语老师,600元/天,宁波-江北区,宁波江北区圆满起航绘画培训有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.8-1万/月,南通-崇川区,南通市崇川区励步英语培训中心,合资,少于50人,教育/培训/院校,08-14
小学英语老师,6-8千/月,苏州-工业园区,苏州工业园区卓米昂立培训中心,外资（欧美）,,计算机软件,08-14
小初英语老师,1-1.5万/月,深圳-龙华区,壹佰加教育（深圳）有限公司,创业公司,50-150人,教育/培训/院校,08-14
少儿语文/数学/英语老师,3-6千/月,广州-越秀区,广东英小美教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
初中语文、数学、英语教师,6-8千/月,盐城,大连枫叶教育集团有限公司,上市公司,1000-5000人,教育/培训/院校,08-14
英语/音乐早教老师+双休7k,6-8千/月,广州-白云区,广州智托婴才教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师/高中英语教师,0.6-1.5万/月,深圳-宝安区,深圳市卓尔哈佛文化传播有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师,0.3-1.5万/月,西安-莲湖区,西安莲湖美凯教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师,6-8千/月,中山-东区,中山市东区环雅教育培训中心,上市公司,50-150人,教育/培训/院校,08-14
初高中英语老师,6-8千/月,南京-鼓楼区,南京陶陶教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师,1-1.5万/月,镇江,镇江市润州区励步儿童教育中心,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师,0.8-1万/月,昆明,昆明市安心培训学校有限责任公司,非营利组织,50-150人,教育/培训/院校,08-14
常熟小初高英语老师(J18268),0.8-1万/月,常熟,苏州学成信息技术有限公司,上市公司,5000-10000人,教育/培训/院校,08-14
托雅英语助教（老师方向）,0.6-1.1万/月,上海-黄浦区,上海易托教育培训有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师,0.8-1万/月,杭州-萧山区,杭州市萧山区佳磊教育培训学校,民营公司,少于50人,教育/培训/院校,08-14
***英语教师,150元/小时,温州,环球雅思英语温州分校,民营公司,少于50人,教育/培训/院校,08-14
英语老师,0.5-1万/月,上海-闵行区,上海爱鑫文化传播有限公司,民营公司,,教育/培训/院校,08-14
初中英语小班老师,1-1.5万/月,绍兴,星火教育集团绍兴分公司,民营公司,10000人以上,教育/培训/院校,08-14
英语老师（初中、高中）,3-9千/月,沈阳-铁西区,沈阳市铁西区正达教育培训中心,民营公司,500-1000人,教育/培训/院校,08-14
初中英语老师,0.5-1万/月,成都-武侯区,成都澳斯特教育管理有限公司,民营公司,150-500人,教育/培训/院校,08-14
小学英语老师（五险一金）,4-7千/月,盐城-亭湖区,盐城市亭湖区智博教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师（金沙洲中心）,0.8-1万/月,佛山-南海区,广州惟智教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
国企英语辅导老师/七险一金,0.8-1万/月,石家庄-长安区,蜜蜂速聘（天津）科技有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-14
少儿英语老师,0.6-1万/月,杭州-余杭区,杭州卓跃培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
青湖大厦小天才绘本馆诚聘启蒙英语老师,4-6千/月,南昌-青山湖区,南昌市乐智科技有限公司,民营公司,50-150人,批发/零售,08-14
中小学英语老师,5-8千/月,惠州,广东行知教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,0.6-2万/月,张家港,张家港市易思教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿新概念英语老师,0.6-1.2万/月,厦门,厦门市思明区育仁书院课外培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学英语老师,4-6千/月,惠州-惠阳区,松鼠AI智适应教育,民营公司,1000-5000人,教育/培训/院校,08-14
初高中英语老师,0.8-1万/月,广州-番禺区,广州启引教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
高聘英语老师,1-1.5万/月,常州-钟楼区,常州市钟楼区勤合堂教育培训中心有限公司,民营公司,1000-5000人,教育/培训/院校,08-14
英语老师 住宿,0.8-1万/月,常州-武进区,常州市武进区学朗教育培训中心有限公司,民营公司,,教育/培训/院校,08-14
小初高英语老师（天河区）,0.5-1.1万/月,广州-天河区,广州市海珠区京师课外教育培训中心有限责任公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,1-1.5万/月,昆明-五华区,云南海天教育发展有限公司,非营利组织,50-150人,教育/培训/院校,08-14
英语老师,0.8-1万/月,常熟,常熟双美教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师,0.5-1万/月,孝感,海伦多兰英语孝感中心,民营公司,少于50人,教育/培训/院校,08-14
英语老师（罗湖校区）,0.8-1.2万/月,深圳,深圳市关键词教育培训中心,民营公司,500-1000人,教育/培训/院校,08-14
