职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
数据研究分析师,2-4万/月,杭州-上城区,杭州迈拓大数据服务有限公司,民营公司,少于50人,金融/投资/证券,08-13
数据分析师,0.8-2万/月,天津-河东区,箱信（天津）国际货运代理有限公司,民营公司,150-500人,贸易/进出口,08-13
数据分析师(J11615),1.5-2万/月,上海,上海房好多网络科技有限公司,民营公司,,互联网/电子商务,08-13
网上群众工作部—数据分析师（建模）,0.9-1.8万/月,北京-朝阳区,人民网股份有限公司,上市公司,1000-5000人,互联网/电子商务,08-13
专利数据分析师(J10795),1.5-2万/月,苏州-工业园区,智慧芽信息科技（苏州）有限公司,外资（非欧美）,500-1000人,计算机软件,08-13
高级数据分析师,1.5-2万/月,广州,立邦投资有限公司,外资（非欧美）,5000-10000人,建筑/建材/工程,08-13
数据分析师,1.5-2万/月,上海-静安区,上海盛世大联汽车服务股份有限公司,上市公司,150-500人,汽车,08-13
售前咨询-数据分析师,2-3万/月,上海-徐汇区,深圳市宝润兴业互联网信息服务有限公司,民营公司,500-1000人,互联网/电子商务,08-13
电商数据分析师,1.5-2万/月,上海-徐汇区,上海乐侠文化传媒有限公司,民营公司,50-150人,影视/媒体/艺术/文化传播,08-13
BI工程师(数据分析师）,0.8-1.5万/月,武汉-洪山区,上海智隆信息技术股份有限公司,民营公司,150-500人,计算机软件,08-13
商品数据分析师,0.8-1万/月,广州-番禺区,比欧(深圳)贸易有限公司广州分公司,民营公司,150-500人,服装/纺织/皮革,08-13
数据分析师（临床数据）,0.9-1.2万/月,北京,健康通（上海）网络科技有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-13
数据分析师,5-8千/月,金华-永康市,浙江宏伟供应链集团股份有限公司,上市公司,150-500人,贸易/进出口,08-13
美团数据分析师,4-7千/月,安康,陕西雷风网络科技有限公司,民营公司,50-150人,贸易/进出口,08-13
数据分析师,1-1.5万/月,深圳-福田区,盛业商业保理有限公司,外资（非欧美）,150-500人,金融/投资/证券,08-13
数据分析师,4-6千/月,南宁,广西斯达数字科技有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
海外数据分析师,1.3-1.8万/月,宁波,宁波萌牙家科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,2-2.5万/月,上海-黄浦区,深圳依时货拉拉科技有限公司,民营公司,5000-10000人,互联网/电子商务,08-13
数据分析师,1.5-3万/月,上海-普陀区,上海联元智能科技有限公司,民营公司,50-150人,新能源,08-13
数据分析师,0.8-1.6万/月,南京-江宁区,江苏塔菲尔新能源科技股份有限公司,民营公司,1000-5000人,新能源,08-13
初级数据分析师,4-5千/月,昆明,昆明信飞科技有限公司,民营公司,少于50人,计算机软件,08-13
数据分析师,0.8-1万/月,上海-奉贤区,上海雪榕生物科技股份有限公司,上市公司,5000-10000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,10-15万/年,深圳-南山区,北京石头世纪科技股份有限公司,上市公司,500-1000人,互联网/电子商务,08-13
数据分析师,2-3.5万/月,北京-朝阳区,深圳索信达数据技术有限公司,外资（非欧美）,500-1000人,互联网/电子商务,08-13
数据分析师-创新业务,2-4万/月,北京,东莞市弘智经营管理研究院,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
资深电商BI数据分析师,2-2.5万/月,上海-黄浦区,航木（上海）信息科技有限公司,民营公司,少于50人,互联网/电子商务,08-13
数据分析师,5-8千/月,常州,江苏维邦软件有限公司,民营公司,50-150人,计算机软件,08-13
初级数据分析师(J10523),6-8千/月,上海-静安区,上海特朗思大宇宙信息技术服务有限公司,合资,1000-5000人,通信/电信运营、增值服务,08-13
数据分析师(J10067),1.5-2万/月,上海-静安区,上海特思尔大宇宙商务咨询有限公司,外资（非欧美）,1000-5000人,互联网/电子商务,08-13
数据分析师,5-7千/月,苏州-工业园区,益而益（集团）有限公司,民营公司,1000-5000人,家具/家电/玩具/礼品,08-13
数据分析师（人群运营方向）,0.8-1.2万/月,广州-天河区,维达纸业（中国）有限公司,外资（非欧美）,5000-10000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师8-10K,6-8千/月,深圳-宝安区,深圳市立源信息技术有限公司,民营公司,150-500人,计算机软件,08-13
行业数据分析师,6-8千/月,上海-杨浦区,上海欧锐信息咨询有限公司,合资,50-150人,广告,08-13
数据分析师（医疗信息化项目）,0.9-1.3万/月,广州-海珠区,广州市瑞民医药科技有限公司,民营公司,50-150人,制药/生物工程,08-13
业务数据分析师,1.8-2.3万/月,上海-徐汇区,上海仁联汇智人力资源管理有限公司,民营公司,500-1000人,专业服务(咨询、人力资源、财会),08-13
高级数据分析师,1-1.8万/月,杭州-江干区,卓尚服饰（杭州）有限公司,民营公司,1000-5000人,服装/纺织/皮革,08-13
数据分析师,0.8-1.2万/月,北京-朝阳区,东方金诚信用管理（北京）有限公司,国企,150-500人,金融/投资/证券,08-13
数据分析师,5-8千/月,武汉-洪山区,北京踢踢科技有限公司武汉分公司,民营公司,1000-5000人,计算机软件,08-13
数据分析师,0.8-1.3万/月,上海-杨浦区,上海邮瞬通供应链管理有限公司,民营公司,150-500人,交通/运输/物流,08-13
数据分析师,1-2万/月,佛山-顺德区,碧江信息技术(广州)有限公司,民营公司,500-1000人,金融/投资/证券,08-13
大数据需求分析师,2-4万/月,上海-浦东新区,民生证券股份有限公司,民营公司,1000-5000人,金融/投资/证券,08-13
数据分析师,1-1.5万/月,广州-海珠区,广州市有车以后信息科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1.5-3万/月,北京-西城区,京信数科（北京）技术有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,1-1.5万/月,上海-黄浦区,浙江尚观信息科技有限公司,民营公司,50-150人,互联网/电子商务,08-13
数据分析师,4-6千/月,东莞-东城区,广东臻时名品珠宝有限公司,民营公司,少于50人,奢侈品/收藏品/工艺品/珠宝,08-13
数据分析师,6-8千/月,大连-沙河口区,聚思鸿信息技术服务（大连）有限公司,外资（欧美）,5000-10000人,外包服务,08-13
数据分析师,5-8千/月,广州-南沙区,广州远正智能科技股份有限公司,上市公司,150-500人,电子技术/半导体/集成电路,08-13
数据分析师（五险一金+双休+高温补贴+每年体检）,0.7-1万/月,宁波,宁波科拓进出口有限公司,民营公司,150-500人,贸易/进出口,08-13
数据分析师,6-8千/月,成都,四川远大蜀阳药业有限公司,民营公司,1000-5000人,制药/生物工程,08-13
数据分析师,1.2-1.8万/月,深圳-南山区,深圳点宽网络科技有限公司,民营公司,,计算机软件,08-13
数据分析师,1.5-2万/月,杭州-上城区,杭州南讯软件科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.9-1.1万/月,广州-天河区,北京神州泰岳软件股份有限公司,上市公司,1000-5000人,计算机软件,08-13
游戏运营数据分析师,0.7-1万/月,广州-天河区,上海殷玩网络科技有限公司,民营公司,50-150人,网络游戏,08-13
数据分析师,1-1.2万/月,深圳-南山区,成都博彦软件技术有限公司深圳分公司,民营公司,10000人以上,计算机软件,08-13
数据分析师（Tableau）,1.5-2万/月,上海-长宁区,慕韬志悦企业管理咨询（上海）有限公司,外资（欧美）,50-150人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.9-1.1万/月,上海-嘉定区,上海祥隆电子商务有限公司,民营公司,50-150人,互联网/电子商务,08-13
数据分析师,0.8-1万/月,北京,北京太和睿信企业管理顾问有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-13
Capacity Planning Analyst-数据分析师,,北京-朝阳区,亚马逊中国,外资（欧美）,5000-10000人,互联网/电子商务,08-13
数据分析师,1-2万/月,上海-静安区,社宝信息科技（上海）有限公司,民营公司,500-1000人,互联网/电子商务,08-13
资深数据分析师,1-2万/月,杭州-西湖区,浙江深大智能科技有限公司,民营公司,500-1000人,互联网/电子商务,08-13
大数据分析师,1-1.5万/月,广州-天河区,中国联合网络通信有限公司广东省分公司,国企,1000-5000人,通信/电信/网络设备,08-13
IT数据分析师,3-5千/月,大连-沙河口区,正辰（大连）信息技术有限公司,民营公司,,互联网/电子商务,08-13
高级数据分析师,20-40万/年,广州,广东省国际工程咨询有限公司,国企,500-1000人,专业服务(咨询、人力资源、财会),08-13
桥梁数据分析师(003025),1-2万/月,合肥-经开区,合肥泽众城市智能科技有限公司,国企,150-500人,电子技术/半导体/集成电路,08-13
数据分析师,0.8-1.2万/月,广州-天河区,启迪万众网络科技（北京）有限公司广州分公司,民营公司,150-500人,通信/电信运营、增值服务,08-13
数据分析师,0.8-1.2万/月,上海-浦东新区,中联惠捷信息技术有限公司,民营公司,50-150人,金融/投资/证券,08-13
数据分析师,6-8千/月,北京-海淀区,立信会计师事务所（特殊普通合伙）-北京分所,民营公司,5000-10000人,会计/审计,08-13
数据分析师,6-8千/月,武汉-江汉区,武汉市云估价信息技术有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,1.5-2万/月,福建省,瑞幸咖啡（中国）有限公司,上市公司,10000人以上,互联网/电子商务,08-13
亚马逊数据分析师,0.8-1.5万/月,深圳-福田区,集汇创益（深圳）实业有限公司,民营公司,少于50人,贸易/进出口,08-13
IT数据分析师,1-1.5万/月,深圳-福田区,深圳市联畅信息技术有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
数据分析师,4-7千/月,成都-高新区,成都艾普思商务信息咨询有限公司,民营公司,50-150人,互联网/电子商务,08-13
风控数据分析师,1.5-2.5万/月,深圳-福田区,深圳市朗华供应链服务有限公司,上市公司,500-1000人,多元化业务集团公司,08-13
游戏数据分析师-双休-六险一金,1.8-3万/月,广州-天河区,深圳市德科信息技术有限公司,合资,1000-5000人,计算机软件,08-13
采购数据分析师,6-9千/月,苏州-工业园区,苏州七分甜餐饮管理有限公司,合资,150-500人,餐饮业,08-13
数据分析师（商业分析方向）,10-15万/年,上海-静安区,上海第一财经传媒有限公司,国企,1000-5000人,影视/媒体/艺术/文化传播,08-13
数据分析师,0.8-1.5万/月,昆山,昆山千金电子有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-13
数据分析师（服装品类）,1-2万/月,广州-天河区,广州广颖创网络科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师助理/高薪,6-8千/月,深圳-龙华区,西安慧晶智能科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.6-1.2万/月,成都-武侯区,上海人瑞网络科技有限公司,上市公司,1000-5000人,专业服务(咨询、人力资源、财会),08-13
数据分析师,6-8千/月,广州-越秀区,广东省畅想云科技产业控股有限公司,民营公司,50-150人,教育/培训/院校,08-13
数据分析师,1-1.5万/月,杭州,杭州诚智天扬科技有限公司,民营公司,150-500人,通信/电信运营、增值服务,08-13
数据分析师,1-1.5万/月,成都-高新区,成都大数汇聚科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,0.6-1万/月,成都-金牛区,四川中鼎汇智社会经济咨询有限公司,民营公司,50-150人,学术/科研,08-13
数据分析师,6-8千/月,西安-雁塔区,西安凡得创智电子有限公司,民营公司,50-150人,贸易/进出口,08-13
数据分析师实习生,3-4.5千/月,成都-高新区,成都聚数云海科技有限公司,民营公司,少于50人,计算机软件,08-13
数据分析师,6-8千/月,大连-西岗区,偶的科技（大连）有限公司,民营公司,,计算机软件,08-13
数据分析师,0.8-1.4万/月,广州-番禺区,广东盛隆石油化工有限公司,民营公司,50-150人,石油/化工/矿产/地质,08-13
数据分析师,1-1.8万/月,上海-闵行区,上海千熠信息科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
营销与数据分析师,1.5-2万/月,南京-江宁区,南京金斯瑞生物科技有限公司,外资（非欧美）,1000-5000人,制药/生物工程,08-13
数据分析师（HR方向）,5-8千/月,成都-双流区,纬创资通（成都）有限公司,外资（非欧美）,5000-10000人,电子技术/半导体/集成电路,08-13
数据分析师,1.5-2万/月,深圳-罗湖区,深圳市银雁金融服务有限公司,民营公司,10000人以上,计算机软件,08-13
高级数据分析师,15-20万/年,广州-天河区,广州方圆现代生活服务股份有限公司,民营公司,1000-5000人,物业管理/商业中心,08-13
数据分析师助理/可实习/不加班,6-8千/月,西安-碑林区,新九（广州）网络科技有限公司,合资,500-1000人,多元化业务集团公司,08-13
数据分析师助理/急聘/可应届,6-8千/月,西安-未央区,新九（广州）网络科技有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.7-1万/月,长沙,德荣医疗科技股份有限公司,民营公司,500-1000人,医疗设备/器械,08-13
数据分析师助理/可实习/不加班,6-8千/月,广州-天河区,新九（广州）网络科技有限公司,民营公司,少于50人,餐饮业,08-13
数据分析师,0.6-1万/月,苏州-工业园区,苏州大禹网络科技有限公司,民营公司,500-1000人,影视/媒体/艺术/文化传播,08-13
数据分析师（P0）,2.5-3.5万/月,合肥-高新区,深圳樱吉尔企业咨询管理有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据分析师,1-1.5万/月,常州-武进区,万帮数字能源股份有限公司,民营公司,1000-5000人,多元化业务集团公司,08-13
数据分析师,0.7-1.4万/月,上海-静安区,中国医药工业信息中心,国企,50-150人,制药/生物工程,08-13
寻找有趣的灵魂 数据分析师,0.8-1.2万/月,广州-海珠区,知墨墨网,民营公司,50-150人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,深圳-龙岗区,鑫荣懋果业科技集团股份有限公司,合资,1000-5000人,农/林/牧/渔,08-13
数据分析师,6.5-9.5千/月,杭州-西湖区,浙江外企德科人力资源服务有限公司,合资,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师 Data Analyst,10-15万/年,上海-静安区,雅智捷（上海）企业管理有限公司,外资（欧美）,50-150人,计算机软件,08-13
数据分析师,5-6千/月,滨州,聚光科技（杭州）股份有限公司-环境资源事业部,上市公司,5000-10000人,仪器仪表/工业自动化,08-13
数据分析师,1.8-2.5万/月,南京,南京畅索软件科技有限公司,民营公司,500-1000人,互联网/电子商务,08-13
大数据分析师管培生,0.7-1.2万/月,北京-丰台区,北京联科数信科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.6-1万/月,广州-南沙区,和宇健康科技股份有限公司,民营公司,500-1000人,计算机软件,08-13
数据分析师（数据产品方向）,1-2万/月,广州-天河区,中食安泓（广东）健康产业有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,1.2-1.8万/月,上海,上海艾麒信息科技股份有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1-2万/月,上海-长宁区,北京兴长信达科技发展有限公司,民营公司,500-1000人,互联网/电子商务,08-13
数据分析师,4-7千/月,佛山,佛山原点市场调查有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据分析师/主管,1-1.5万/月,广州-天河区,广东广信通信服务有限公司,国企,5000-10000人,通信/电信运营、增值服务,08-13
大数据分析师,2-3万/月,广州-天河区,上海益世界信息技术集团有限公司广州分公司,民营公司,150-500人,网络游戏,08-13
高级数据分析师,1.8-3万/月,杭州-滨江区,深圳市德科信息技术有限公司,民营公司,1000-5000人,计算机软件,08-13
商品数据分析师/销售数据分析师,1.2-2万/月,上海,上海宝颜实业有限公司,合资,500-1000人,医疗设备/器械,08-13
BI数据分析师,1-1.5万/月,上海-静安区,菠萝在线,合资,150-500人,教育/培训/院校,08-13
销售数据分析师,5.5-6.5千/月,广州-荔湾区,广州茂建药业有限公司,民营公司,150-500人,制药/生物工程,08-13
临床数据分析师,0.8-1.6万/月,南京-浦口区,无锡慧方科技有限公司,民营公司,50-150人,计算机软件,08-13
高级/资深数据分析师,1.8-2.5万/月,上海-杨浦区,上海全拓房地产经纪有限公司,民营公司,1000-5000人,房地产,08-13
数据分析师,0.8-1.3万/月,深圳-宝安区,深圳市信展通电子有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-13
数据分析师(审计项目),0.8-1.5万/月,珠海-香洲区,广州广电运通金融电子股份有限公司,上市公司,10000人以上,多元化业务集团公司,08-13
数据分析师,1-2万/月,广州-天河区,北京公瑾科技有限公司广州分公司（慧算账）,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,0.4-1万/月,盐城,江苏云正数据科技有限公司,外资（欧美）,少于50人,计算机软件,08-13
Senior Data Analyst 高级数据分析师,1-1.5万/月,上海-徐汇区,上海唯都市场营销策划股份有限公司,民营公司,500-1000人,互联网/电子商务,08-13
数据分析师-广告营销/广告运营(J13010),0.6-1.2万/月,北京-朝阳区,明略科技集团,民营公司,1000-5000人,计算机软件,08-13
高级数据分析师,0.8-1万/月,上海,交通银行信用卡中心,合资,10000人以上,银行,08-13
数据分析师,0.8-1万/月,北京-海淀区,佰诺全景生物技术（北京）有限公司,外资（非欧美）,少于50人,制药/生物工程,08-13
数据分析师,1.5-3万/月,上海-杨浦区,一宠（上海）健康科技有限公司,民营公司,50-150人,互联网/电子商务,08-13
高级数据分析师,0.9-1.2万/月,上海-闵行区,数库（上海）科技有限公司,外资（非欧美）,50-150人,计算机服务(系统、数据服务、维修),08-13
数据分析师（BI）(J10146),1.3-2万/月,上海-浦东新区,杉欣集团,民营公司,,互联网/电子商务,08-13
数据分析师,1-1.5万/月,上海-徐汇区,上海凯淳实业股份有限公司,上市公司,1000-5000人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,广州,广州永日电梯有限公司,民营公司,150-500人,机械/设备/重工,08-13
电商数据分析师,0.6-1万/月,广州-番禺区,榄菊日化集团,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),08-13
BI数据分析师,2-2.5万/月,深圳-南山区,云汇算（深圳）科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,4.5-6千/月,成都-武侯区,四川瑞健恒业科技有限公司,民营公司,50-150人,医疗设备/器械,08-13
高级数据分析师,1.3-1.7万/月,上海-嘉定区,上海勤酬通信科技有限公司,创业公司,50-150人,计算机软件,08-13
数据分析师,0.9-1.4万/月,深圳-宝安区,深圳市卓力能技术股份有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-13
数据分析师,6-8千/月,武汉-江夏区,上海佩琪信息技术有限公司,合资,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师助理/可实习/不加班,6-8千/月,广州-越秀区,新九（广州）网络科技有限公司,民营公司,150-500人,批发/零售,08-13
数据分析师,1-2万/月,上海,上海天律信息技术有限公司,民营公司,50-150人,计算机软件,08-13
大数据管理分析师,1-1.5万/月,厦门,麦克奥迪（厦门）医疗诊断系统有限公司,合资,150-500人,医疗/护理/卫生,08-13
数据分析师,6-8千/月,上海-静安区,上海陶术生物科技有限公司,合资,50-150人,制药/生物工程,08-13
数据分析师,0.8-1万/月,广州-海珠区,广州家和家居文化创意有限公司,民营公司,150-500人,家居/室内设计/装潢,08-13
数据分析师,0.8-1.3万/月,南京-江北新区,南京南大尚城软件科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.6-1.2万/月,武汉-江岸区,武汉美丽椰岛美容美发有限公司,民营公司,10000人以上,生活服务,08-13
数据分析师（征信公司）,0.8-1.5万/月,南昌,江西联合股权交易中心股份有限公司,民营公司,,金融/投资/证券,08-13
数据分析师,1-1.5万/月,成都-武侯区,成都立州科技有限公司,民营公司,少于50人,计算机软件,08-13
大数据分析师,,南京,中通服咨询设计研究院有限公司,国企,1000-5000人,通信/电信/网络设备,08-13
数据分析师,0.8-1.5万/月,苏州-相城区,苏州赛奥科传媒有限公司,民营公司,150-500人,互联网/电子商务,08-13
AI数据分析师,4-7千/月,无锡-滨湖区,感图网络科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.8-1.5万/月,武汉-洪山区,经纬纺织机械股份有限公司,国企,10000人以上,多元化业务集团公司,08-13
商业数据分析师（供应链方向）,0.8-1万/月,宁波,宁波马骑顿儿童用品有限公司,民营公司,500-1000人,服装/纺织/皮革,08-13
数据分析师,1-1.5万/月,上海-长宁区,健安喜（上海）贸易有限公司,外资（欧美）,50-150人,贸易/进出口,08-13
数据分析师,1-1.5万/月,东莞,东莞市力辉马达有限公司,民营公司,1000-5000人,机械/设备/重工,08-13
数据分析师,0.9-1.5万/月,北京-朝阳区,上海芯果科技有限公司,民营公司,500-1000人,批发/零售,08-13
数据银行分析师,1.5-3万/月,上海,青英人力资源有限公司合肥分公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-13
BI数据分析师,1-1.5万/月,上海-普陀区,上海世好食品有限公司,合资,1000-5000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师/市场研究（房地产方向）,0.9-1万/月,上海-浦东新区,中原地产（中国上海）,外资（非欧美）,10000人以上,房地产,08-13
数据分析师,1.5-2万/月,上海-浦东新区,上海海万信息科技股份有限公司,民营公司,1000-5000人,计算机软件,08-13
数据分析师,0.9-1万/月,上海-浦东新区,上海外高桥保税区国际人才服务有限公司,国企,少于50人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.6-1.2万/月,乌鲁木齐,普联软件股份有限公司新疆分公司,上市公司,50-150人,计算机软件,08-13
数据分析师,1-1.5万/月,广州-天河区,广州橙新科技有限公司,民营公司,50-150人,互联网/电子商务,08-13
临床数据分析师,1-2万/月,苏州-工业园区,苏州欧科加医疗科技有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据处理员/数据分析师/DP,1-1.5万/月,上海-静安区,永钥（上海）信息科技有限公司,民营公司,少于50人,计算机软件,08-13
高级电商数据分析师,1.5-3万/月,广州-海珠区,广州哲品家居用品有限公司,民营公司,150-500人,家具/家电/玩具/礼品,08-13
数据分析师（跨境电商）,1-2万/月,广州-白云区,广州盛业电子商务有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,0.8-1.2万/月,上海-闵行区,英格尔检测技术服务（上海）有限公司,民营公司,500-1000人,检测，认证,08-13
人力资源数据分析师,0.8-1万/月,苏州-吴中区,深圳市汇川技术股份有限公司,上市公司,10000人以上,仪器仪表/工业自动化,08-13
游戏数据分析师,1.5-2.5万/月,广州,广州金科文化科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师(J10093),0.7-1.2万/月,温州,浙江一鸣食品股份有限公司,民营公司,5000-10000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,1.1-1.5万/月,佛山,广东金赋科技股份有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师（FIVE PLUS）,0.7-1.2万/月,广州-天河区,赫基集团－Five Plus事业部,民营公司,1000-5000人,服装/纺织/皮革,08-13
电商数据分析师,1-1.5万/月,成都,四川饭扫光食品集团股份有限公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,0.5-1万/月,重庆-璧山区,重庆享哆味餐饮管理有限公司,民营公司,5000-10000人,餐饮业,08-13
数据分析师,5-7千/月,乌鲁木齐-水磨沟区,西安绿点信息科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.8-1万/月,无锡-滨湖区,江苏开拓信息与系统有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
数据分析师,1-1.5万/月,广州-天河区,深圳广讯信息技术有限公司,民营公司,50-150人,计算机软件,08-13
高级数据分析师,1-1.8万/月,宁波-江北区,上海士清信息技术有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,0.8-1.5万/月,深圳-罗湖区,深圳市维度数据科技股份有限公司,上市公司,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师,1.2-1.8万/月,北京-通州区,北京联华永盛投资管理有限公司,民营公司,,金融/投资/证券,08-13
数据分析师,0.6-1万/月,北京-大兴区,上海思广国际物流有限公司,民营公司,,交通/运输/物流,08-13
数据分析师,3-6千/月,南昌,江西华邦传媒有限公司,民营公司,500-1000人,互联网/电子商务,08-13
数据分析师（上海）,1-1.5万/月,上海,上海奥腾计算机科技有限公司,合资,50-150人,计算机软件,08-13
数据分析师,0.8-1万/月,广州-番禺区,广州艾德旺斯珠宝科技有限公司,外资（欧美）,150-500人,奢侈品/收藏品/工艺品/珠宝,08-13
数据运营分析师(双休）,0.8-1.5万/月,深圳-龙华区,深圳市南伽科技信息有限公司,民营公司,50-150人,互联网/电子商务,08-13
广告数据分析师,1.3-1.6万/月,深圳-龙岗区,深圳市博得电子科技有限公司,民营公司,150-500人,贸易/进出口,08-13
东风小康-数据分析师,5-6.5千/月,重庆-沙坪坝区,重庆小康工业集团股份有限公司,上市公司,10000人以上,汽车,08-13
数据分析师,0.6-1万/月,东莞-东城区,广东尚睿网络技术有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师（中高级）,1-2万/月,西安-高新技术产业开发区,美林数据技术股份有限公司,民营公司,500-1000人,计算机软件,08-13
数据分析师,1.2-1.5万/月,广州-天河区,芜湖益心信息技术有限公司广州分公司,民营公司,50-150人,网络游戏,08-13
数据分析师（行业拓展）,6-8千/月,广州-天河区,北京卓信智恒数据科技股份有限公司,上市公司,150-500人,计算机软件,08-13
数据分析师,1.2-2.2万/月,上海-闵行区,印孚瑟斯技术（中国）有限公司,外资（非欧美）,1000-5000人,计算机软件,08-13
数据分析师,0.7-1万/月,福州-鼓楼区,远光软件股份有限公司福建分公司,上市公司,1000-5000人,计算机软件,08-13
数据分析师（考虑应届生）,6-8千/月,武汉-洪山区,武汉中晟华信科技有限公司,民营公司,,计算机软件,08-13
数据科学-高级数据分析师,1.5-2.5万/月,北京-东城区,艾昆纬企业管理咨询（上海）有限公司,外资（欧美）,500-1000人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.8-1万/月,苏州-相城区,苏州高铁新城人力资源管理有限公司,国企,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师（医药新闻库方向）,0.8-1.3万/月,北京-朝阳区,医药魔方,民营公司,50-150人,互联网/电子商务,08-13
数据分析师,1.5-3万/月,深圳-南山区,慧择网,上市公司,1000-5000人,互联网/电子商务,08-13
数据分析师,6-8千/月,长沙-雨花区,北京卓信智恒数据科技股份有限公司,上市公司,150-500人,计算机软件,08-13
数据分析师,1.2-2万/月,郑州-高新区,中国移动通信有限公司在线营销服务中心,国企,10000人以上,通信/电信运营、增值服务,08-13
数据分析师（无锡）,0.8-1万/月,无锡,日邮物流（中国）有限公司,外资（非欧美）,1000-5000人,交通/运输/物流,08-13
数据分析师,7-9千/月,东莞-凤岗镇,三和盛电子科技（东莞）有限公司,外资（非欧美）,1000-5000人,汽车,08-13
数据分析师（跨境电商）,12-22万/年,宁波,荷贝（宁波）信息服务有限公司,外资（欧美）,1000-5000人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,上海-浦东新区,上海嵩恒网络科技股份有限公司,国企,150-500人,互联网/电子商务,08-13
数据分析师,0.7-1.5万/月,成都-高新区,成都艾斯工程机械有限公司,民营公司,50-150人,贸易/进出口,08-13
数据分析师,15-30万/年,广州-越秀区,广州市申迪计算机系统有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.8-1.2万/月,成都-锦江区,成都怀食餐饮文化有限公司,民营公司,150-500人,餐饮业,08-13
数据分析师,0.6-1万/月,上海-青浦区,深圳市顺丰同城物流有限公司,民营公司,500-1000人,交通/运输/物流,08-13
数据分析师,1.5-1.8万/月,上海-黄浦区,上海银雁科技服务有限公司,民营公司,500-1000人,计算机软件,08-13
数据分析师,1.2-1.8万/月,上海-闵行区,上海容瀚网络信息科技有限公司,民营公司,少于50人,互联网/电子商务,08-13
数据分析师,1.5-3万/月,深圳-南山区,卫盈联信息技术（深圳）有限公司,外资（非欧美）,500-1000人,互联网/电子商务,08-13
数据分析师（高薪诚聘）,15-25万/年,成都,成都运达科技股份有限公司,上市公司,500-1000人,计算机软件,08-13
数据分析师,1-3万/月,上海-嘉定区,常州承芯半导体有限公司,合资,50-150人,电子技术/半导体/集成电路,08-13
