职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
需求数据分析师,3-5千/月,大连-高新园区,中智华科（大连）科技有限公司,外资（非欧美）,50-150人,计算机软件,08-13
数据分析师,1.5-3万/月,上海,珍岛信息技术（上海）股份有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,1-2万/月,上海-杨浦区,上海诺亚金融服务有限公司,上市公司,1000-5000人,金融/投资/证券,08-13
数据分析师,0.8-1万/月,长沙-芙蓉区,华智生物技术有限公司,民营公司,150-500人,学术/科研,08-13
中南派遣华为互联网数据分析师,1-1.5万/月,深圳-龙岗区,中南国际人力资源（深圳）有限公司,民营公司,10000人以上,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.8-1.5万/月,杭州-江干区,杭州轻食主义健康科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,6-8千/月,广州-番禺区,广东广研博峰企业管理咨询有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-13
高级数据分析师,1-2万/月,广州-荔湾区,唯品会（中国）有限公司,上市公司,10000人以上,互联网/电子商务,08-13
数据分析师,1-1.2万/月,上海-长宁区,想出网络科技（上海）有限公司,外资（非欧美）,50-150人,互联网/电子商务,08-13
数据分析师,6-8千/月,西安-碑林区,西安未来云信息科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,5-8千/月,南京-鼓楼区,江苏量为石科技股份有限公司,民营公司,500-1000人,计算机软件,08-13
数据分析师,0.8-1.2万/月,长沙-雨花区,长沙居美网络科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,6-8千/月,成都-高新区,上海懋煜医疗器械有限公司,民营公司,50-150人,医疗设备/器械,08-13
数据分析师,0.8-1.5万/月,广州-南沙区,广东斯泰克电子科技有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-13
算法优化数据分析师（内容运营）,6-9千/月,广州-番禺区,广东保椿生活科技有限公司,民营公司,50-150人,多元化业务集团公司,08-13
数据分析师,1-1.5万/月,上海-浦东新区,上海维莫网络科技有限公司,民营公司,少于50人,贸易/进出口,08-13
数据分析师,0.8-1万/月,东莞-莞城区,东莞博益互联科技有限公司,民营公司,50-150人,互联网/电子商务,08-13
数据分析师（销售管理方向）,1-1.5万/月,北京,同方股份计算机产业本部,国企,500-1000人,计算机硬件,08-13
数据分析师,0.6-1万/月,广州-天河区,广州中康资讯股份有限公司,合资,150-500人,互联网/电子商务,08-13
数据分析师,6-9千/月,珠海,中原横琴地产代理有限公司,外资（非欧美）,150-500人,房地产,08-13
产业空间分析师（数据专员）,4-8千/月,广州-白云区,广州市现代城市更新产业发展中心,民营公司,50-150人,多元化业务集团公司,08-13
数据分析师,12-24万/年,杭州-拱墅区,艾博抗（上海）贸易有限公司,外资（欧美）,1000-5000人,制药/生物工程,08-13
数据分析师,1.3-2万/月,杭州-江干区,杭州米科传感技术有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-13
中级人工智能数据分析师,1-1.5万/月,中山,中山华定科技有限公司,外资（欧美）,50-150人,计算机软件,08-13
数据分析师,6-8千/月,广州-天河区,广州锦星行奔驰4s店,外资（非欧美）,150-500人,批发/零售,08-13
物流数据分析师,1-2万/月,昆山,沈阳新松机器人自动化股份有限公司,上市公司,1000-5000人,仪器仪表/工业自动化,08-13
数据分析师,0.8-1万/月,深圳-宝安区,鹏鼎控股（深圳）股份有限公司,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,08-13
BI大数据分析师,30-40万/年,西安-高新技术产业开发区,陕西优百信息技术有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,1.2-2万/月,广州-海珠区,广东紫云平台数据服务有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,6-8千/月,西安-雁塔区,西安淘米互联网科技有限公司,创业公司,50-150人,互联网/电子商务,08-13
数据分析师,4.5-6千/月,广州-海珠区,广州市集群车宝汽车服务连锁有限公司,民营公司,1000-5000人,汽车,08-13
数据分析师,1-2万/月,北京-海淀区,北京博辉在线科技发展有限公司,合资,500-1000人,计算机服务(系统、数据服务、维修),08-13
数据分析师（用户方向）,1.3-2万/月,深圳-福田区,深圳华秋电子有限公司,民营公司,500-1000人,互联网/电子商务,08-13
中国移动数据分析师,6-8千/月,杭州-江干区,浙江润迅电话商务有限公司,民营公司,150-500人,通信/电信运营、增值服务,08-13
数据分析师,1.5-3万/月,北京-海淀区,曼迪匹艾（北京）科技服务有限公司,民营公司,1000-5000人,文字媒体/出版,08-13
数据分析师,1-1.2万/月,杭州-萧山区,浙江潇潇五金工具有限公司,民营公司,50-150人,贸易/进出口,08-13
数据分析师,14-15万/年,北京-海淀区,中视士德数据科技（北京）有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,1.5-3万/月,广州-天河区,广州诗悦网络科技有限公司,民营公司,500-1000人,网络游戏,08-13
数据分析师,6-9千/月,广州-番禺区,广东明世教育集团有限公司,民营公司,1000-5000人,教育/培训/院校,08-13
数据分析师,0.8-1.2万/月,苏州-吴中区,苏州凯帝丽莎网络信息技术有限公司,外资（欧美）,50-150人,批发/零售,08-13
数据分析师,1.2-1.8万/月,南通-港闸区,龙湖集团地产,民营公司,10000人以上,房地产,08-13
数据银行分析师（天猫）,1.5-2.5万/月,上海,上海艺零玖时装有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,0.5-1万/月,广州-番禺区,广州市萌芊芊服饰有限公司,民营公司,50-150人,服装/纺织/皮革,08-13
数据分析师,1-1.8万/月,上海-黄浦区,伊殿宝贝（上海）化妆品有限公司,外资（非欧美）,50-150人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,7-9千/月,杭州-滨江区,杭州水镜网络科技有限公司,外资（非欧美）,50-150人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,上海-浦东新区,上海喆思电子技术有限公司,民营公司,少于50人,计算机软件,08-13
数据分析师,0.7-1.2万/月,太原,东华软件股份公司,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),08-13
数据分析师,0.8-1.5万/月,兰州-七里河区,佰聆数据股份有限公司,民营公司,150-500人,互联网/电子商务,08-13
监测数据分析师,6-8千/月,重庆-渝北区,重庆南地科技开发有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师（总部）,1.5-3万/月,上海-闵行区,上海杨国福企业管理（集团）有限公司,民营公司,150-500人,餐饮业,08-13
高级数据分析师,2-2.5万/月,宁波-鄞州区,浙江姬存希化妆品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,0.8-1万/月,深圳-坪山区,深圳市巴莫尔时尚珠宝有限公司,民营公司,150-500人,贸易/进出口,08-13
数据分析师,1-1.5万/月,深圳-福田区,深圳市百年智创新科技有限公司,民营公司,50-150人,教育/培训/院校,08-13
数据分析师,1-1.5万/月,北京,博彦科技股份有限公司,上市公司,10000人以上,计算机软件,08-13
交通大数据分析师,1.2-1.8万/月,上海-浦东新区,佳都科技集团股份有限公司,民营公司,1000-5000人,计算机软件,08-13
数据分析师,1-1.5万/月,成都-高新区,成都云达智业科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-13
数据分析师,6-8千/月,惠州-大亚湾区,远见智诚市场调研咨询（广东）有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-13
数据分析师,4.5-6千/月,沈阳,沈阳辉浩科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,0.8-1.2万/月,上海-浦东新区,上海合墨数据科技有限公司,民营公司,50-150人,金融/投资/证券,08-13
数据分析师,0.8-1万/月,深圳-南山区,深圳市云端高科信息科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-13
数据分析师,0.6-1万/月,苏州-工业园区,江苏梦嘉控股集团有限公司,民营公司,500-1000人,互联网/电子商务,08-13
数据分析师,1.5-2万/月,深圳-南山区,深圳盒子信息科技有限公司,民营公司,500-1000人,计算机软件,08-13
数据分析师,1-1.4万/月,长沙-望城区,蓝河营养品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-13
数据分析师助理、实习,6-8千/月,深圳-南山区,深圳市信元欣科技有限公司,民营公司,,电子技术/半导体/集成电路,08-13
数据分析师,10-15万/年,宁波-鄞州区,宁波知行合一电子商务有限公司,民营公司,50-150人,互联网/电子商务,08-13
资深数据分析师 (MJ000893),2-2.5万/月,广州-黄埔区,广州万孚生物技术股份有限公司,上市公司,5000-10000人,制药/生物工程,08-13
医疗卫生数据分析师,1-2万/月,上海-普陀区,上海星科健康科技有限公司,创业公司,少于50人,计算机软件,08-13
数据分析师（新零售事业部）,0.5-1万/月,广州-海珠区,广州市汇美时尚集团股份有限公司,民营公司,1000-5000人,服装/纺织/皮革,08-13
数据统计分析师助理,4.5-6千/月,深圳-南山区,深圳柯创信息技术有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,1-1.5万/月,上海-静安区,买道传感科技（上海）有限公司,民营公司,50-150人,互联网/电子商务,08-13
数据分析师,0.8-1.2万/月,深圳-南山区,极兔国际物流有限公司,民营公司,500-1000人,交通/运输/物流,08-13
高级数据分析师,1.5-1.8万/月,广州-白云区,广州开丽科技有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,0.8-1.1万/月,武汉-东湖新技术产业开发区,武汉内瑟斯科技有限公司,民营公司,少于50人,网络游戏,08-13
数据分析师,1.5-2.5万/月,深圳-南山区,深圳市云中鹤科技股份有限公司,上市公司,150-500人,家具/家电/玩具/礼品,08-13
数据分析师,1.3-2万/月,上海-徐汇区,长春金赛药业有限责任公司,国企,1000-5000人,制药/生物工程,08-13
数据分析师,1-1.5万/月,深圳-南山区,铂德（深圳）科技有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,1-1.8万/月,深圳-福田区,深圳市易思博酷客科技有限公司,民营公司,1000-5000人,计算机软件,08-13
中级数据分析师,1.5-2万/月,广州-黄埔区,蓝月亮（中国）有限公司,外资（非欧美）,10000人以上,快速消费品(食品、饮料、化妆品),08-13
商品数据分析师(电商),6-8千/月,广州-白云区,广州库易网络科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师助理、实习,5-7千/月,深圳-龙华区,深圳云驰科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师（排名方向）,0.7-1万/月,上海-闵行区,上海软科教育信息咨询有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.8-1.5万/月,杭州-拱墅区,浙江汇信科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,0.8-1.5万/月,珠海,珠海京天世纪科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,6-8千/月,广州-海珠区,广州市世联房地产咨询有限公司,上市公司,10000人以上,房地产,08-13
数据分析师,0.7-1.2万/月,珠海-香洲区,珠海文景科技有限公司,民营公司,50-150人,网络游戏,08-13
服装数据分析师,4-8千/月,常德,巴兔咻比童装,民营公司,50-150人,服装/纺织/皮革,08-13
数据分析师（应届生）(001162),0.7-1.2万/月,上海-静安区,荣联科技集团股份有限公司,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),08-13
数据分析师,0.8-1万/月,上海,上海计算机软件技术开发中心,事业单位,150-500人,计算机软件,08-13
大气数据分析师,0.8-1.1万/月,上海,深圳博沃智慧科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师（双休五险一金）,0.7-1万/月,广州-番禺区,三盈（广州）首饰有限公司,外资（非欧美）,150-500人,奢侈品/收藏品/工艺品/珠宝,08-13
高级数据分析师,2.5-3万/月,北京-东城区,薪得付信息技术（上海）有限公司,外资（欧美）,1000-5000人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.8-1.2万/月,上海-宝山区,象新（上海）创业孵化器管理有限公司,创业公司,50-150人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,常熟,贝塔科技（苏州）有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
数据分析师,6-8千/月,厦门,瑞庭网络技术（上海）有限公司厦门分公司,上市公司,10000人以上,互联网/电子商务,08-13
数据分析师,1.2-2万/月,盐城,金风科技-海上业务单元,上市公司,10000人以上,新能源,08-13
数据分析师,6-8千/月,武汉-洪山区,武汉优惟特科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,4-6千/月,成都-高新区,成都锐理数据处理技术股份有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,1-1.2万/月,金华-金东区,Babycare,民营公司,1000-5000人,互联网/电子商务,08-13
大数据挖掘分析师,1.5-2万/月,青岛-崂山区,华仁药业股份有限公司,上市公司,1000-5000人,制药/生物工程,08-13
数据分析师,4-6千/月,成都-高新区,成都茶百道餐饮管理有限公司,民营公司,500-1000人,餐饮业,08-13
招数据分析师/五险/双休,4.5-6千/月,武汉-武汉经济开发区,湖北合美人力资源有限公司武汉分公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据开发分析师,1-2万/月,杭州,宇博信诚（北京）信息技术有限公司,外资（非欧美）,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,6-9千/月,合肥-高新区,合肥中科光博量子科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-13
数据分析师[J320522],1-1.8万/月,武汉-洪山区,上海美市科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师（周末双休13薪）,0.8-1.1万/月,广州-海珠区,广州纵原科技有限公司,民营公司,,电子技术/半导体/集成电路,08-13
数据分析师,1-1.5万/月,深圳-福田区,深圳市誉托科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,2-2.5万/月,上海-闵行区,顶新国际集团--餐饮事业群,外资（非欧美）,1000-5000人,餐饮业,08-13
数据分析师,6-8千/月,厦门,厦门谦迅达网络科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-13
数据技术分析师,1.2-2万/月,广州-天河区,广州卓悦医药管理集团有限公司,民营公司,150-500人,制药/生物工程,08-13
数据分析师,7-8千/月,上海-徐汇区,上海前途出国留学服务有限公司,上市公司,1000-5000人,教育/培训/院校,08-13
数据分析师（业务支持）,,武汉-洪山区,“前程无忧”51job.com（光谷）,外资（非欧美）,1000-5000人,互联网/电子商务,08-13
数据分析师,6-9千/月,汕头-金平区,广东知一数据有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
数据分析师（薪资8K）,6-8千/月,长沙-雨花区,长沙伊铭科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,0.8-1.2万/月,苏州-工业园区,神彩科技股份有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,1-1.5万/月,大连-沙河口区,大连博创人力资源开发有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据分析师（RRCH）,0.8-1.5万/月,上海-浦东新区,中原（中国）房地产代理有限公司,外资（非欧美）,500-1000人,中介服务,08-13
数据分析专员/数据分析师,4-6千/月,广州-天河区,中准会计师事务所（特殊普通合伙）广东分所,民营公司,150-500人,会计/审计,08-13
数据分析师,1-1.4万/月,北京-海淀区,成都迈思信息技术有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.6-1万/月,广州-越秀区,广州唐絮服饰有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,深圳,深圳市蓝思网络技术有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,1.5-2万/月,南京-江宁区,南京卫岗乳业有限公司,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),08-13
高级数据分析师,0.6-1.2万/月,北京,北京第一生物科技集团有限公司,民营公司,50-150人,多元化业务集团公司,08-13
数据分析师助理,0.8-1万/月,佛山-禅城区,佛山市海天调味食品股份有限公司,上市公司,5000-10000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师（实施顾问）,0.6-1.2万/月,南昌-青山湖区,江西科晨洪兴信息技术有限公司,国企,150-500人,计算机服务(系统、数据服务、维修),08-13
医学影像数据分析师,1.5-2.5万/月,重庆-渝中区,中电通商数字技术（上海）有限公司,国企,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,0.8-1万/月,上海-长宁区,上海百秋电子商务有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,1.5-2.5万/月,广州-海珠区,大参林医药集团股份有限公司,上市公司,10000人以上,批发/零售,08-13
数据分析师,0.8-1.5万/月,南京-鼓楼区,南京坦道信息科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,0.8-1万/月,上海-闵行区,上海博域文化传播有限公司,民营公司,150-500人,公关/市场推广/会展,08-13
数据分析师,0.6-1万/月,广州,广州国交润万交通信息有限公司,民营公司,50-150人,计算机软件,08-13
外贸出口数据分析师,4.5-6千/月,沈阳-沈河区,雅士美（沈阳）服饰进出口有限公司,民营公司,50-150人,贸易/进出口,08-13
数据分析师（供应链方向） (MJ003474),1.5-2万/月,上海-浦东新区,Tesla特斯拉汽车,外资（欧美）,10000人以上,汽车,08-13
高级数据分析师,1-2万/月,深圳-福田区,深圳市世联土地房地产评估有限公司,民营公司,500-1000人,中介服务,08-13
数据分析师,1.7-2.2万/月,深圳-龙华区,深圳市德科信息技术有限公司,合资,1000-5000人,计算机服务(系统、数据服务、维修),08-13
数据分析师,1.3-1.7万/月,深圳,上海速强信息技术股份有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,1.3-2万/月,杭州-江干区,杭州美仪自动化技术股份有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-13
数据分析师,15-25万/年,苏州-相城区,中亿丰罗普斯金铝业股份有限公司,外资（非欧美）,1000-5000人,建筑/建材/工程,08-13
数据分析师（文本数据建模）,8-9千/月,上海-浦东新区,上海浩宜信息科技有限公司,民营公司,150-500人,计算机软件,08-13
数据运营分析师,0.8-1万/月,重庆-渝中区,安居客重庆分公司,上市公司,1000-5000人,互联网/电子商务,08-13
电竞数据分析师(J10792),1-2万/月,上海-徐汇区,上海网鱼信息科技有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
大数据分析师（铝业）,20-25万/年,佛山,广东兴发铝业有限公司,外资（非欧美）,1000-5000人,建筑/建材/工程,08-13
